datum,PTE,periode_van,periode_tm,indicatie noodvermogen op,indicatie noodvermogen af,opregelen,Afregelen,prikkelcomponent,Afnemen,invoeden,regeltoestand
10/12/2023,32,07:45,08:00,,,,-28.29,0,-28.29,-28.29,-1
10/12/2023,33,08:00,08:15,,,,-5.59,0,-5.59,-5.59,-1
10/12/2023,34,08:15,08:30,,,78.94,-12.33,0,78.94,-12.33,2
10/12/2023,35,08:30,08:45,,,,,0,62.59,62.59,0
10/12/2023,36,08:45,09:00,,,118.94,,0,118.94,118.94,1
10/12/2023,37,09:00,09:15,,,215.64,,0,215.64,215.64,1
10/12/2023,38,09:15,09:30,,,142.12,,0,142.12,142.12,1
10/12/2023,39,09:30,09:45,,,83.21,,0,83.21,83.21,1
10/12/2023,40,09:45,10:00,,,,,0,63.59,63.59,0
10/12/2023,41,10:00,10:15,,,,,0,63.59,63.59,0
10/12/2023,42,10:15,10:30,,,,-15.08,0,-15.08,-15.08,-1
10/12/2023,43,10:30,10:45,,,,-15.08,0,-15.08,-15.08,-1
10/12/2023,44,10:45,11:00,,,,-19.1,0,-19.1,-19.1,-1
10/12/2023,45,11:00,11:15,,,78.94,,0,78.94,78.94,1
10/12/2023,46,11:15,11:30,,,,17.4,0,17.4,17.4,-1
10/12/2023,47,11:30,11:45,,,,33.23,0,33.23,33.23,-1
10/12/2023,48,11:45,12:00,,,,-43.15,0,-43.15,-43.15,-1
10/12/2023,49,12:00,12:15,,,96.2,-55.78,0,96.2,-55.78,2
10/12/2023,50,12:15,12:30,,,,-34.55,0,-34.55,-34.55,-1
10/12/2023,51,12:30,12:45,,,,-34.56,0,-34.56,-34.56,-1
10/12/2023,52,12:45,13:00,,,150.94,-227.94,0,150.94,-227.94,2
10/12/2023,53,13:00,13:15,,,102.99,-186.46,0,102.99,-186.46,2
10/12/2023,54,13:15,13:30,,,,,0,71.86,71.86,0
10/12/2023,55,13:30,13:45,,,,,0,71.86,71.86,0
10/12/2023,56,13:45,14:00,,,,,0,71.86,71.86,0
10/12/2023,57,14:00,14:15,,,,,0,71.78,71.78,0
10/12/2023,58,14:15,14:30,,,103.09,,0,103.09,103.09,1
10/12/2023,59,14:30,14:45,,,117.46,,0,117.46,117.46,1
10/12/2023,60,14:45,15:00,,,115.09,,0,115.09,115.09,1
10/12/2023,61,15:00,15:15,,,,,0,82.23,82.23,0
10/12/2023,62,15:15,15:30,,,,,0,83.23,83.23,0
10/12/2023,63,15:30,15:45,,,,,0,83.23,83.23,0
10/12/2023,64,15:45,16:00,,,,25.7,0,25.7,25.7,-1
10/12/2023,65,16:00,16:15,,,,-98.03,0,-98.03,-98.03,-1
10/12/2023,66,16:15,16:30,,,80.94,-205.09,0,80.94,-205.09,2
10/12/2023,67,16:30,16:45,,,80.94,-100,0,80.94,-100,2
10/12/2023,68,16:45,17:00,,,,-100,0,-100,-100,-1
10/12/2023,69,17:00,17:15,,,,-70.71,0,-70.71,-70.71,-1
10/12/2023,70,17:15,17:30,,,80.94,-96.03,0,80.94,-96.03,2
10/12/2023,71,17:30,17:45,,,80.94,-24.81,0,80.94,-24.81,2
10/12/2023,72,17:45,18:00,,,,58.92,0,58.92,58.92,-1
10/12/2023,73,18:00,18:15,,,102.73,83.52,0,102.73,68.76,2
10/12/2023,74,18:15,18:30,,,101.77,,0,101.77,101.77,1
10/12/2023,75,18:30,18:45,,,110.23,,0,110.23,110.23,1
10/12/2023,76,18:45,19:00,,,172.41,,0,172.41,172.41,1
10/12/2023,77,19:00,19:15,,,168.3,,0,168.3,168.3,1
10/12/2023,78,19:15,19:30,,,112.24,,0,112.24,112.24,1
10/12/2023,79,19:30,19:45,,,98.85,,0,98.85,98.85,1
10/12/2023,80,19:45,20:00,,,80.94,,0,80.94,80.94,1
10/12/2023,81,20:00,20:15,,,,,0,66.62,66.62,0
10/12/2023,82,20:15,20:30,,,,,0,66.62,66.62,0
10/12/2023,83,20:30,20:45,,,,-5.59,0,-5.59,-5.59,-1
10/12/2023,84,20:45,21:00,,,,-15.69,0,-15.69,-15.69,-1
10/12/2023,85,21:00,21:15,,,,21.21,0,21.21,21.21,-1
10/12/2023,86,21:15,21:30,,,,-25.82,0,-25.82,-25.82,-1
10/12/2023,87,21:30,21:45,,,,-34.11,0,-34.11,-34.11,-1
10/12/2023,88,21:45,22:00,,,,-15.69,0,-15.69,-15.69,-1
10/12/2023,89,22:00,22:15,,,,-7.73,0,-7.73,-7.73,-1
10/12/2023,90,22:15,22:30,,,,81.23,0,81.23,81.23,-1
10/12/2023,91,22:30,22:45,,,,74.23,0,74.23,74.23,-1
10/12/2023,92,22:45,23:00,,,,-5.59,0,-5.59,-5.59,-1
10/12/2023,93,23:00,23:15,,,,-43.15,0,-43.15,-43.15,-1
10/12/2023,94,23:15,23:30,,,,-149.86,0,-149.86,-149.86,-1
10/12/2023,95,23:30,23:45,,,,-52.71,0,-52.71,-52.71,-1
10/12/2023,96,23:45,00:00,,,,-163.55,0,-163.55,-163.55,-1
