datum,PTE,periode_van,periode_tm,indicatie noodvermogen op,indicatie noodvermogen af,opregelen,Afregelen,prikkelcomponent,Afnemen,invoeden,regeltoestand
28/12/2023,44,10:45,11:00,,,,-40,0,-40,-40,-1
28/12/2023,45,11:00,11:15,,,,-25.62,0,-25.62,-25.62,-1
28/12/2023,46,11:15,11:30,,,,-25.62,0,-25.62,-25.62,-1
28/12/2023,47,11:30,11:45,,,,-54,0,-54,-54,-1
28/12/2023,48,11:45,12:00,,,,-54,0,-54,-54,-1
28/12/2023,49,12:00,12:15,,,77.93,-56,0,77.93,-56,2
28/12/2023,50,12:15,12:30,,,76.43,-40,0,76.43,-40,2
28/12/2023,51,12:30,12:45,,,,-10.62,0,-10.62,-10.62,-1
28/12/2023,52,12:45,13:00,,,85.86,-10.62,0,-10.62,-10.62,-1
28/12/2023,53,13:00,13:15,,,85.86,26.09,0,26.09,26.09,-1
28/12/2023,54,13:15,13:30,,,,34.86,0,34.86,34.86,-1
28/12/2023,55,13:30,13:45,,,,62.19,0,62.19,62.19,-1
28/12/2023,56,13:45,14:00,,,,50.54,0,50.54,50.54,-1
28/12/2023,57,14:00,14:15,,,,6.37,0,6.37,6.37,-1
28/12/2023,58,14:15,14:30,,,,-12.68,0,-12.68,-12.68,-1
28/12/2023,59,14:30,14:45,,,,35.03,0,35.03,35.03,-1
28/12/2023,60,14:45,15:00,,,85.59,-54,0,85.59,-54,2
28/12/2023,61,15:00,15:15,,,,-30.34,0,-30.34,-30.34,-1
28/12/2023,62,15:15,15:30,,,,-40,0,-40,-40,-1
28/12/2023,63,15:30,15:45,,,93.1,-40,0,93.1,93.1,1
28/12/2023,64,15:45,16:00,,,,64.73,0,64.73,64.73,-1
28/12/2023,65,16:00,16:15,,,,-47.13,0,-47.13,-47.13,-1
28/12/2023,66,16:15,16:30,,,83.86,-40,0,83.86,-40,2
28/12/2023,67,16:30,16:45,,,83.86,-40,0,83.86,-40,2
28/12/2023,68,16:45,17:00,,,83.86,-8.56,0,-8.56,-8.56,-1
28/12/2023,69,17:00,17:15,,,,66.73,0,66.73,66.73,-1
28/12/2023,70,17:15,17:30,,,,,0,75.81,75.81,0
28/12/2023,71,17:30,17:45,,,,60.14,0,60.14,60.14,-1
28/12/2023,72,17:45,18:00,,,,34.86,0,34.86,34.86,-1
28/12/2023,73,18:00,18:15,,,98.23,30.56,0,98.23,30.56,2
28/12/2023,74,18:15,18:30,,,98.23,62.19,0,62.19,62.19,-1
28/12/2023,75,18:30,18:45,,,,35.03,0,35.03,35.03,-1
28/12/2023,76,18:45,19:00,,,,,0,67.62,67.62,0
28/12/2023,77,19:00,19:15,,,,21.86,0,21.86,21.86,-1
28/12/2023,78,19:15,19:30,,,,10.02,0,10.02,10.02,-1
28/12/2023,79,19:30,19:45,,,,-8.81,0,-8.81,-8.81,-1
28/12/2023,80,19:45,20:00,,,91.3,16.02,0,91.3,16.02,2
28/12/2023,81,20:00,20:15,,,,-10.61,0,-10.61,-10.61,-1
28/12/2023,82,20:15,20:30,,,93.3,-77.6,0,93.3,-77.6,2
28/12/2023,83,20:30,20:45,,,,-15.94,0,-15.94,-15.94,-1
28/12/2023,84,20:45,21:00,,,,-15.94,0,-15.94,-15.94,-1
28/12/2023,85,21:00,21:15,,,,-10.62,0,-10.62,-10.62,-1
28/12/2023,86,21:15,21:30,,,31.53,-40,0,49.41,-40,2
28/12/2023,87,21:30,21:45,,,91.2,-38,0,91.2,-38,2
28/12/2023,88,21:45,22:00,,,,-32,0,-32,-32,-1
28/12/2023,89,22:00,22:15,,,,-10.62,0,-10.62,-10.62,-1
28/12/2023,90,22:15,22:30,,,,-15.62,0,-15.62,-15.62,-1
28/12/2023,91,22:30,22:45,,,,-10.62,0,-10.62,-10.62,-1
28/12/2023,92,22:45,23:00,,,,-15.62,0,-15.62,-15.62,-1
28/12/2023,93,23:00,23:15,,,30,-15.62,0,30,30,1
28/12/2023,94,23:15,23:30,,,,,0,48.64,48.64,0
28/12/2023,95,23:30,23:45,,,,39.49,0,39.49,39.49,-1
28/12/2023,96,23:45,00:00,,,,-211.61,0,-211.61,-211.61,-1
29/12/2023,1,00:00,00:15,,,89.73,-261,0,89.73,-261,2
29/12/2023,2,00:15,00:30,,,,-30.9,0,-30.9,-30.9,-1
29/12/2023,3,00:30,00:45,,,,-21.15,0,-21.15,-21.15,-1
29/12/2023,4,00:45,01:00,,,,-30.67,0,-30.67,-30.67,-1
29/12/2023,5,01:00,01:15,,,127.15,-8.81,0,127.15,-8.81,2
29/12/2023,6,01:15,01:30,,,92.86,,0,92.86,92.86,1
29/12/2023,7,01:30,01:45,,,,,0,34.97,34.97,0
29/12/2023,8,01:45,02:00,,,,3.9,0,3.9,3.9,-1
29/12/2023,9,02:00,02:15,,,,,0,34.98,34.98,0
29/12/2023,10,02:15,02:30,,,,-5.08,0,-5.08,-5.08,-1
29/12/2023,11,02:30,02:45,,,,-5.08,0,-5.08,-5.08,-1
29/12/2023,12,02:45,03:00,,,,,0,32.46,32.46,0
29/12/2023,13,03:00,03:15,,,,-10.08,0,-10.08,-10.08,-1
29/12/2023,14,03:15,03:30,,,,-10.08,0,-10.08,-10.08,-1
29/12/2023,15,03:30,03:45,,,,-10.08,0,-10.08,-10.08,-1
29/12/2023,16,03:45,04:00,,,,-15.5,0,-15.5,-15.5,-1
29/12/2023,17,04:00,04:15,,,92.86,-25.08,0,92.86,-25.08,2
29/12/2023,18,04:15,04:30,,,66.04,-44.79,0,66.04,-44.79,2
29/12/2023,19,04:30,04:45,,,66.04,-15.62,0,66.04,66.04,1
29/12/2023,20,04:45,05:00,,,65.5,-34.33,0,65.5,-34.33,2
29/12/2023,21,05:00,05:15,,,,3.97,0,3.97,3.97,-1
29/12/2023,22,05:15,05:30,,,,-15.55,0,-15.55,-15.55,-1
29/12/2023,23,05:30,05:45,,,,,0,39.98,39.98,0
29/12/2023,24,05:45,06:00,,,93.4,-13.41,0,93.4,-13.41,2
29/12/2023,25,06:00,06:15,,,,-34.21,0,-34.21,-34.21,-1
29/12/2023,26,06:15,06:30,,,77.69,-36.33,0,77.69,-36.33,2
29/12/2023,27,06:30,06:45,,,91.62,-27.99,0,91.62,-27.99,2
29/12/2023,28,06:45,07:00,,,121.99,-6.81,0,121.99,-6.81,2
29/12/2023,29,07:00,07:15,,,192.57,-261,0,192.57,-261,2
29/12/2023,30,07:15,07:30,,,,-35.92,0,-35.92,-35.92,-1
29/12/2023,31,07:30,07:45,,,98.68,-65.2,0,98.68,-65.2,2
29/12/2023,32,07:45,08:00,,,79.5,-20.27,0,79.5,-20.27,2
29/12/2023,33,08:00,08:15,,,,-100.69,0,-100.69,-100.69,-1
29/12/2023,34,08:15,08:30,,,,-40.69,0,-40.69,-40.69,-1
29/12/2023,35,08:30,08:45,,,,-22.11,0,-22.11,-22.11,-1
29/12/2023,36,08:45,09:00,,,,-8.81,0,-8.81,-8.81,-1
29/12/2023,37,09:00,09:15,,,95.7,,0,95.7,95.7,1
29/12/2023,38,09:15,09:30,,,,23.19,0,23.19,23.19,-1
29/12/2023,39,09:30,09:45,,,,29.19,0,29.19,29.19,-1
29/12/2023,40,09:45,10:00,,,93.19,25.19,0,93.19,25.19,2
29/12/2023,41,10:00,10:15,,,137.87,25.19,0,137.87,137.87,1
29/12/2023,42,10:15,10:30,,,79.58,,0,79.58,79.58,1
29/12/2023,43,10:30,10:45,,,79.58,-8.81,0,79.58,-8.81,2
29/12/2023,44,10:45,11:00,,,127.15,-25.62,0,127.15,-25.62,2
29/12/2023,45,11:00,11:15,,,87.87,-8.81,0,87.87,-8.81,2
29/12/2023,46,11:15,11:30,,,,,0,78.92,78.92,0
29/12/2023,47,11:30,11:45,,,,,0,78.92,78.92,0
29/12/2023,48,11:45,12:00,,,,,0,65.76,65.76,0
29/12/2023,49,12:00,12:15,,,,,0,78.57,78.57,0
29/12/2023,50,12:15,12:30,,,,-25.62,0,-25.62,-25.62,-1
29/12/2023,51,12:30,12:45,,,93.65,-40.62,0,93.65,-40.62,2
29/12/2023,52,12:45,13:00,,,137.85,-79.99,0,137.85,-79.99,2
29/12/2023,53,13:00,13:15,,,89.19,,0,89.19,89.19,1
29/12/2023,54,13:15,13:30,,,105.8,-8.81,0,105.8,-8.81,2
29/12/2023,55,13:30,13:45,,,127.15,,0,127.15,127.15,1
29/12/2023,56,13:45,14:00,,,128.29,,0,128.29,128.29,1
29/12/2023,57,14:00,14:15,,,138.25,-85.62,0,138.25,-85.62,2
29/12/2023,58,14:15,14:30,,,139.94,-8.81,0,139.94,-8.81,2
29/12/2023,59,14:30,14:45,,,,75.41,0,75.41,75.41,-1
29/12/2023,60,14:45,15:00,,,,,0,78.8,78.8,0
29/12/2023,61,15:00,15:15,,,85.63,-11.68,0,85.63,-11.68,2
29/12/2023,62,15:15,15:30,,,125.98,-128.25,0,125.98,-128.25,2
29/12/2023,63,15:30,15:45,,,138.92,72.53,0,138.92,72.53,2
29/12/2023,64,15:45,16:00,,,,29.19,0,29.19,29.19,-1
29/12/2023,65,16:00,16:15,,,,-40.03,0,-40.03,-40.03,-1
29/12/2023,66,16:15,16:30,,,,,0,76.89,76.89,0
29/12/2023,67,16:30,16:45,,,1832.2,,0,1832.2,1832.2,1
29/12/2023,68,16:45,17:00,,,1832.2,,0,1832.2,1832.2,1
29/12/2023,69,17:00,17:15,,,501.35,-58.57,0,501.35,-58.57,2
29/12/2023,70,17:15,17:30,,,501.35,,0,501.35,501.35,1
29/12/2023,71,17:30,17:45,,,255.19,,0,255.19,255.19,1
29/12/2023,72,17:45,18:00,,,1832.2,,0,1832.2,1832.2,1
29/12/2023,73,18:00,18:15,,,98.67,,0,98.67,98.67,1
29/12/2023,74,18:15,18:30,,,,53.05,0,53.05,53.05,-1
29/12/2023,75,18:30,18:45,,,,44,0,44,44,-1
29/12/2023,76,18:45,19:00,,,96.67,29.19,0,96.67,29.19,2
29/12/2023,77,19:00,19:15,,,592.58,,0,592.58,592.58,1
29/12/2023,78,19:15,19:30,,,592.58,-42.3,0,-42.3,-42.3,-1
29/12/2023,79,19:30,19:45,,,,-31.59,0,-31.59,-31.59,-1
29/12/2023,80,19:45,20:00,,,,-105.32,0,-105.32,-105.32,-1
29/12/2023,81,20:00,20:15,,,143.39,-11.68,0,143.39,-11.68,2
29/12/2023,82,20:15,20:30,,,143.39,-8.81,0,-8.81,-8.81,-1
29/12/2023,83,20:30,20:45,,,92.52,-30.09,0,92.52,-30.09,2
29/12/2023,84,20:45,21:00,,,92.52,-207.32,0,92.52,-207.32,2
29/12/2023,85,21:00,21:15,,,162.71,-15.74,0,162.71,-15.74,2
29/12/2023,86,21:15,21:30,,,87.97,-13.11,0,87.97,-13.11,2
29/12/2023,87,21:30,21:45,,,,-14.99,0,-14.99,-14.99,-1
29/12/2023,88,21:45,22:00,,,,-30.09,0,-30.09,-30.09,-1
29/12/2023,89,22:00,22:15,,,,-11.68,0,-11.68,-11.68,-1
29/12/2023,90,22:15,22:30,,,93.3,-11.68,0,93.3,-11.68,2
29/12/2023,91,22:30,22:45,,,85.19,-27.56,0,85.19,-27.56,2
29/12/2023,92,22:45,23:00,,,,-8.81,0,-8.81,-8.81,-1
29/12/2023,93,23:00,23:15,,,141.46,,0,141.46,141.46,1
29/12/2023,94,23:15,23:30,,,82.83,-44.77,0,-44.77,-44.77,-1
29/12/2023,95,23:30,23:45,,,,-37.61,0,-37.61,-37.61,-1
29/12/2023,96,23:45,00:00,,,,-8.81,0,-8.81,-8.81,-1
30/12/2023,1,00:00,00:15,,,79.24,28.92,0,79.24,28.92,2
30/12/2023,2,00:15,00:30,,,,,0,66.78,66.78,0
30/12/2023,3,00:30,00:45,,,,-9.7,0,-9.7,-9.7,-1
30/12/2023,4,00:45,01:00,,,,-9.7,0,-9.7,-9.7,-1
30/12/2023,5,01:00,01:15,,,95.21,,0,95.21,95.21,1
30/12/2023,6,01:15,01:30,,,89.96,,0,89.96,89.96,1
30/12/2023,7,01:30,01:45,,,84.74,,0,84.74,84.74,1
30/12/2023,8,01:45,02:00,,,84.16,54.24,0,84.16,54.24,2
30/12/2023,9,02:00,02:15,,,,-6.45,0,-6.45,-6.45,-1
30/12/2023,10,02:15,02:30,,,79.76,-19.84,0,79.76,-19.84,2
30/12/2023,11,02:30,02:45,,,84.76,-26.09,0,84.76,-26.09,2
30/12/2023,12,02:45,03:00,,,,-11.46,0,-11.46,-11.46,-1
30/12/2023,13,03:00,03:15,,,,-34.06,0,-34.06,-34.06,-1
30/12/2023,14,03:15,03:30,,,,-29.06,0,-29.06,-29.06,-1
30/12/2023,15,03:30,03:45,,,,-11.46,0,-11.46,-11.46,-1
30/12/2023,16,03:45,04:00,,,,-34.28,0,-34.28,-34.28,-1
30/12/2023,17,04:00,04:15,,,,-73.43,0,-73.43,-73.43,-1
30/12/2023,18,04:15,04:30,,,,-29.06,0,-29.06,-29.06,-1
30/12/2023,19,04:30,04:45,,,,-29.05,0,-29.05,-29.05,-1
30/12/2023,20,04:45,05:00,,,,-21.36,0,-21.36,-21.36,-1
30/12/2023,21,05:00,05:15,,,,-38,0,-38,-38,-1
30/12/2023,22,05:15,05:30,,,,-22.34,0,-22.34,-22.34,-1
30/12/2023,23,05:30,05:45,,,,-9.68,0,-9.68,-9.68,-1
30/12/2023,24,05:45,06:00,,,,-16.34,0,-16.34,-16.34,-1
30/12/2023,25,06:00,06:15,,,,-65.83,0,-65.83,-65.83,-1
30/12/2023,26,06:15,06:30,,,,-40,0,-40,-40,-1
30/12/2023,27,06:30,06:45,,,,-8.81,0,-8.81,-8.81,-1
30/12/2023,28,06:45,07:00,,,,-19.23,0,-19.23,-19.23,-1
30/12/2023,29,07:00,07:15,,,65.46,-50.17,0,65.46,-50.17,2
30/12/2023,30,07:15,07:30,,,81.46,-44.45,0,-44.45,-44.45,-1
30/12/2023,31,07:30,07:45,,,84.17,,0,84.17,84.17,1
30/12/2023,32,07:45,08:00,,,,-47.13,0,-47.13,-47.13,-1
30/12/2023,33,08:00,08:15,,,,53.29,0,53.29,53.29,-1
30/12/2023,34,08:15,08:30,,,,2.13,0,2.13,2.13,-1
30/12/2023,35,08:30,08:45,,,,-7.74,0,-7.74,-7.74,-1
30/12/2023,36,08:45,09:00,,,,28.46,0,28.46,28.46,-1
30/12/2023,37,09:00,09:15,,,,,0,68.38,68.38,0
30/12/2023,38,09:15,09:30,,,,22.46,0,22.46,22.46,-1
30/12/2023,39,09:30,09:45,,,,-13.71,0,-13.71,-13.71,-1
30/12/2023,40,09:45,10:00,,,96.75,-26.99,0,96.75,-26.99,2
30/12/2023,41,10:00,10:15,,,,2.29,0,2.29,2.29,-1
30/12/2023,42,10:15,10:30,,,,-105.99,0,-105.99,-105.99,-1
30/12/2023,43,10:30,10:45,,,,-40,0,-40,-40,-1
30/12/2023,44,10:45,11:00,,,,-29.69,0,-29.69,-29.69,-1
30/12/2023,45,11:00,11:15,,,88.46,-29.77,0,88.46,-29.77,2
30/12/2023,46,11:15,11:30,,,87.33,-29.77,0,87.33,-29.77,2
30/12/2023,47,11:30,11:45,,,,22.46,0,22.46,22.46,-1
30/12/2023,48,11:45,12:00,,,,-8.81,0,-8.81,-8.81,-1
30/12/2023,49,12:00,12:15,,,,21.38,0,21.38,21.38,-1
30/12/2023,50,12:15,12:30,,,84.16,-29.77,0,84.16,-29.77,2
30/12/2023,51,12:30,12:45,,,84.16,52.49,0,52.49,52.49,-1
30/12/2023,52,12:45,13:00,,,,2.29,0,2.29,2.29,-1
30/12/2023,53,13:00,13:15,,,,18.25,0,18.25,18.25,-1
30/12/2023,54,13:15,13:30,,,,53.54,0,53.54,53.54,-1
30/12/2023,55,13:30,13:45,,,,-8.81,0,-8.81,-8.81,-1
30/12/2023,56,13:45,14:00,,,,-29.77,0,-29.77,-29.77,-1
30/12/2023,57,14:00,14:15,,,,-40,0,-40,-40,-1
30/12/2023,58,14:15,14:30,,,,-44.77,0,-44.77,-44.77,-1
30/12/2023,59,14:30,14:45,,,,-26.68,0,-26.68,-26.68,-1
30/12/2023,60,14:45,15:00,,,,-138.91,0,-138.91,-138.91,-1
30/12/2023,61,15:00,15:15,,,118.46,-267.63,0,118.46,-267.63,2
30/12/2023,62,15:15,15:30,,,,35.46,0,35.46,35.46,-1
30/12/2023,63,15:30,15:45,,,,76.02,0,76.02,76.02,-1
30/12/2023,64,15:45,16:00,,,207.4,,0,207.4,207.4,1
30/12/2023,65,16:00,16:15,,,258.96,,0,258.96,258.96,1
30/12/2023,66,16:15,16:30,,,144.17,,0,144.17,144.17,1
30/12/2023,67,16:30,16:45,,,170.62,,0,170.62,170.62,1
30/12/2023,68,16:45,17:00,,,125.7,,0,125.7,125.7,1
30/12/2023,69,17:00,17:15,,,,,0,77.01,77.01,0
30/12/2023,70,17:15,17:30,,,,,0,81.12,81.12,0
30/12/2023,71,17:30,17:45,,,,-20.49,0,-20.49,-20.49,-1
30/12/2023,72,17:45,18:00,,,,-40,0,-40,-40,-1
30/12/2023,73,18:00,18:15,,,,53.44,0,53.44,53.44,-1
30/12/2023,74,18:15,18:30,,,,53.5,0,53.5,53.5,-1
30/12/2023,75,18:30,18:45,,,,-8.81,0,-8.81,-8.81,-1
30/12/2023,76,18:45,19:00,,,,50.46,0,50.46,50.46,-1
30/12/2023,77,19:00,19:15,,,88.09,50.46,0,88.09,88.09,1
30/12/2023,78,19:15,19:30,,,,,0,73.09,73.09,0
30/12/2023,79,19:30,19:45,,,,58.09,0,58.09,58.09,-1
30/12/2023,80,19:45,20:00,,,89.96,37.19,0,89.96,37.19,2
30/12/2023,81,20:00,20:15,,,145.06,,0,145.06,145.06,1
30/12/2023,82,20:15,20:30,,,94.09,,0,94.09,94.09,1
30/12/2023,83,20:30,20:45,,,94.09,-8.81,0,-8.81,-8.81,-1
30/12/2023,84,20:45,21:00,,,,-19.1,0,-19.1,-19.1,-1
30/12/2023,85,21:00,21:15,,,85.93,-19.1,0,85.93,85.93,1
30/12/2023,86,21:15,21:30,,,,,0,73.09,73.09,0
30/12/2023,87,21:30,21:45,,,,-40,0,-40,-40,-1
30/12/2023,88,21:45,22:00,,,,-13.84,0,-13.84,-13.84,-1
30/12/2023,89,22:00,22:15,,,87.7,-21.7,0,87.7,-21.7,2
30/12/2023,90,22:15,22:30,,,,-40,0,-40,-40,-1
30/12/2023,91,22:30,22:45,,,81.09,-34.66,0,81.09,-34.66,2
30/12/2023,92,22:45,23:00,,,75.09,-29.32,0,75.09,-29.32,2
30/12/2023,93,23:00,23:15,,,,53.32,0,53.32,53.32,-1
30/12/2023,94,23:15,23:30,,,,-14.84,0,-14.84,-14.84,-1
30/12/2023,95,23:30,23:45,,,,-9.7,0,-9.7,-9.7,-1
30/12/2023,96,23:45,00:00,,,,-19.27,0,-19.27,-19.27,-1
31/12/2023,1,00:00,00:15,,,82.11,-91.4,0,82.11,-91.4,2
31/12/2023,2,00:15,00:30,,,25.22,,0,25.22,25.22,1
31/12/2023,3,00:30,00:45,,,,,0,-2.16,-2.16,0
31/12/2023,4,00:45,01:00,,,,,0,-5.95,-5.95,0
31/12/2023,5,01:00,01:15,,,92.43,,0,92.43,92.43,1
31/12/2023,6,01:15,01:30,,,99.92,,0,99.92,99.92,1
31/12/2023,7,01:30,01:45,,,85.64,,0,85.64,85.64,1
31/12/2023,8,01:45,02:00,,,,,0,-16.39,-16.39,0
31/12/2023,9,02:00,02:15,,,95.02,,0,95.02,95.02,1
31/12/2023,10,02:15,02:30,,,86.44,,0,86.44,86.44,1
31/12/2023,11,02:30,02:45,,,83.88,,0,83.88,83.88,1
31/12/2023,12,02:45,03:00,,,,,0,-2.17,-2.17,0
31/12/2023,13,03:00,03:15,,,93.75,,0,93.75,93.75,1
31/12/2023,14,03:15,03:30,,,88.55,,0,88.55,88.55,1
31/12/2023,15,03:30,03:45,,,85.91,,0,85.91,85.91,1
31/12/2023,16,03:45,04:00,,,,,0,-15.81,-15.81,0
31/12/2023,17,04:00,04:15,,,,-6.45,0,-6.45,-6.45,-1
31/12/2023,18,04:15,04:30,,,,-54.29,0,-54.29,-54.29,-1
31/12/2023,19,04:30,04:45,,,,-38,0,-38,-38,-1
31/12/2023,20,04:45,05:00,,,,-36.84,0,-36.84,-36.84,-1
31/12/2023,21,05:00,05:15,,,,-126.18,0,-126.18,-126.18,-1
31/12/2023,22,05:15,05:30,,,,-60.05,0,-60.05,-60.05,-1
31/12/2023,23,05:30,05:45,,,,-36.29,0,-36.29,-36.29,-1
31/12/2023,24,05:45,06:00,,,,-40,0,-40,-40,-1
31/12/2023,25,06:00,06:15,,,,-58.57,0,-58.57,-58.57,-1
31/12/2023,26,06:15,06:30,,,,-37.53,0,-37.53,-37.53,-1
31/12/2023,27,06:30,06:45,,,,-40,0,-40,-40,-1
31/12/2023,28,06:45,07:00,,,,-40,0,-40,-40,-1
31/12/2023,29,07:00,07:15,,,64.38,-32.32,0,64.38,-32.32,2
31/12/2023,30,07:15,07:30,,,,-18.04,0,-18.04,-18.04,-1
31/12/2023,31,07:30,07:45,,,,-18.04,0,-18.04,-18.04,-1
31/12/2023,32,07:45,08:00,,,81.13,,0,81.13,81.13,1
31/12/2023,33,08:00,08:15,,,65.46,,0,65.46,65.46,1
31/12/2023,34,08:15,08:30,,,66.39,,0,66.39,66.39,1
31/12/2023,35,08:30,08:45,,,35.21,,0,35.21,35.21,1
31/12/2023,36,08:45,09:00,,,34.85,,0,34.85,34.85,1
31/12/2023,37,09:00,09:15,,,15.22,-25.33,0,15.22,-25.33,2
31/12/2023,38,09:15,09:30,,,,,0,-3.23,-3.23,0
31/12/2023,39,09:30,09:45,,,,,0,-3.23,-3.23,0
31/12/2023,40,09:45,10:00,,,,,0,-4.26,-4.26,0
31/12/2023,41,10:00,10:15,,,,,0,-3.23,-3.23,0
31/12/2023,42,10:15,10:30,,,39.39,,0,39.39,39.39,1
31/12/2023,43,10:30,10:45,,,55.91,,0,55.91,55.91,1
31/12/2023,44,10:45,11:00,,,82.1,,0,82.1,82.1,1
31/12/2023,45,11:00,11:15,,,81.13,,0,81.13,81.13,1
31/12/2023,46,11:15,11:30,,,79.57,,0,79.57,79.57,1
31/12/2023,47,11:30,11:45,,,81.13,-11.68,0,81.13,-11.68,2
31/12/2023,48,11:45,12:00,,,55.91,,0,55.91,55.91,1
31/12/2023,49,12:00,12:15,,,15.22,,0,15.22,15.22,1
31/12/2023,50,12:15,12:30,,,25.22,,0,25.22,25.22,1
31/12/2023,51,12:30,12:45,,,,,0,-3.23,-3.23,0
31/12/2023,52,12:45,13:00,,,,,0,-3.23,-3.23,0
31/12/2023,53,13:00,13:15,,,,-128.25,0,-128.25,-128.25,-1
31/12/2023,54,13:15,13:30,,,,-44.77,0,-44.77,-44.77,-1
31/12/2023,55,13:30,13:45,,,,-26.68,0,-26.68,-26.68,-1
31/12/2023,56,13:45,14:00,,,,-16.68,0,-16.68,-16.68,-1
31/12/2023,57,14:00,14:15,,,,-14.61,0,-14.61,-14.61,-1
31/12/2023,58,14:15,14:30,,,70.13,,0,70.13,70.13,1
31/12/2023,59,14:30,14:45,,,78.17,-38,0,78.17,-38,2
31/12/2023,60,14:45,15:00,,,79.67,-11.68,0,79.67,-11.68,2
31/12/2023,61,15:00,15:15,,,77.03,,0,77.03,77.03,1
31/12/2023,62,15:15,15:30,,,76.13,,0,76.13,76.13,1
31/12/2023,63,15:30,15:45,,,,,0,-3.23,-3.23,0
31/12/2023,64,15:45,16:00,,,,,0,-3.23,-3.23,0
31/12/2023,65,16:00,16:15,,,61.3,-23.84,0,61.3,-23.84,2
31/12/2023,66,16:15,16:30,,,,-19.07,0,-19.07,-19.07,-1
31/12/2023,67,16:30,16:45,,,,-27.7,0,-27.7,-27.7,-1
31/12/2023,68,16:45,17:00,,,,,0,-3.12,-3.12,0
31/12/2023,69,17:00,17:15,,,42,,0,42,42,1
31/12/2023,70,17:15,17:30,,,85.9,,0,85.9,85.9,1
31/12/2023,71,17:30,17:45,,,15.22,,0,15.22,15.22,1
31/12/2023,72,17:45,18:00,,,82.11,,0,82.11,82.11,1
31/12/2023,73,18:00,18:15,,,15.22,-15.74,0,-15.74,-15.74,-1
31/12/2023,74,18:15,18:30,,,42,-40.3,0,42,-40.3,2
31/12/2023,75,18:30,18:45,,,,-29.04,0,-29.04,-29.04,-1
31/12/2023,76,18:45,19:00,,,,-24.77,0,-24.77,-24.77,-1
31/12/2023,77,19:00,19:15,,,,-30.09,0,-30.09,-30.09,-1
31/12/2023,78,19:15,19:30,,,,-40,0,-40,-40,-1
31/12/2023,79,19:30,19:45,,,,-67.52,0,-67.52,-67.52,-1
31/12/2023,80,19:45,20:00,,,,-37.45,0,-37.45,-37.45,-1
31/12/2023,81,20:00,20:15,,,,-29.03,0,-29.03,-29.03,-1
31/12/2023,82,20:15,20:30,,,88.17,-180.02,0,88.17,-180.02,2
31/12/2023,83,20:30,20:45,,,68.13,-207.32,0,68.13,-207.32,2
31/12/2023,84,20:45,21:00,,,,-228.93,0,-228.93,-228.93,-1
31/12/2023,85,21:00,21:15,,,,-40,0,-40,-40,-1
31/12/2023,86,21:15,21:30,,,,-19.08,0,-19.08,-19.08,-1
31/12/2023,87,21:30,21:45,,,,-40,0,-40,-40,-1
31/12/2023,88,21:45,22:00,,,,-17.84,0,-17.84,-17.84,-1
31/12/2023,89,22:00,22:15,,,,,0,-9.44,-9.44,0
31/12/2023,90,22:15,22:30,,,,,0,-15.39,-15.39,0
31/12/2023,91,22:30,22:45,,,,,0,-8.47,-8.47,0
31/12/2023,92,22:45,23:00,,,,,0,-6.81,-6.81,0
31/12/2023,93,23:00,23:15,,,,,0,-8.79,-8.79,0
31/12/2023,94,23:15,23:30,,,,,0,-7.92,-7.92,0
31/12/2023,95,23:30,23:45,,,,,0,-6.81,-6.81,0
31/12/2023,96,23:45,00:00,,,,,0,-6.81,-6.81,0
