Datum,ISP,Volume,Start,Einde,Afregelen,Opregelen
28/11/2023,1,1130,00:00,00:15,-268.75,
28/11/2023,1,1140,00:00,00:15,-268.75,
28/11/2023,1,1150,00:00,00:15,-268.75,
28/11/2023,1,1160,00:00,00:15,-268.75,
28/11/2023,1,1170,00:00,00:15,-312.12,
28/11/2023,1,1180,00:00,00:15,-312.12,
28/11/2023,1,1190,00:00,00:15,-312.12,
28/11/2023,1,1200,00:00,00:15,-312.12,
28/11/2023,1,1210,00:00,00:15,-312.12,
28/11/2023,1,1220,00:00,00:15,-312.12,
28/11/2023,1,1230,00:00,00:15,-312.12,
28/11/2023,1,1240,00:00,00:15,-312.12,
28/11/2023,1,1250,00:00,00:15,-312.12,
28/11/2023,1,1260,00:00,00:15,-312.12,
28/11/2023,1,1270,00:00,00:15,-312.12,
28/11/2023,1,1280,00:00,00:15,-312.12,
28/11/2023,1,1290,00:00,00:15,-312.12,
28/11/2023,1,1300,00:00,00:15,-312.12,
28/11/2023,1,1310,00:00,00:15,-312.12,
28/11/2023,1,1320,00:00,00:15,-312.13,
28/11/2023,1,1330,00:00,00:15,-312.13,
28/11/2023,1,1340,00:00,00:15,-312.13,
28/11/2023,1,1350,00:00,00:15,-312.13,
28/11/2023,1,1360,00:00,00:15,-312.13,
28/11/2023,1,1365,00:00,00:15,-1460.47,
28/11/2023,2,10,00:15,00:30,82.21,107.7
28/11/2023,2,20,00:15,00:30,82.21,107.7
28/11/2023,2,30,00:15,00:30,79.53,107.7
28/11/2023,2,40,00:15,00:30,64.53,109.7
28/11/2023,2,50,00:15,00:30,51,112.96
28/11/2023,2,60,00:15,00:30,51,115.85
28/11/2023,2,70,00:15,00:30,51,115.85
28/11/2023,2,80,00:15,00:30,49.53,119.7
28/11/2023,2,90,00:15,00:30,29.53,125.96
28/11/2023,2,100,00:15,00:30,-10.47,127.7
28/11/2023,2,110,00:15,00:30,-15.4,127.7
28/11/2023,2,120,00:15,00:30,-15.4,129.7
28/11/2023,2,130,00:15,00:30,-25.14,134.96
28/11/2023,2,140,00:15,00:30,-25.14,151.32
28/11/2023,2,150,00:15,00:30,-25.14,151.32
28/11/2023,2,160,00:15,00:30,-38.15,151.32
28/11/2023,2,170,00:15,00:30,-38.15,151.32
28/11/2023,2,180,00:15,00:30,-54.39,151.32
28/11/2023,2,190,00:15,00:30,-54.39,175.99
28/11/2023,2,200,00:15,00:30,-54.39,175.99
28/11/2023,2,210,00:15,00:30,-85.79,175.99
28/11/2023,2,220,00:15,00:30,-85.79,202.01
28/11/2023,2,230,00:15,00:30,-108.53,202.01
28/11/2023,2,240,00:15,00:30,-108.53,202.01
28/11/2023,2,250,00:15,00:30,-108.53,204.7
28/11/2023,2,260,00:15,00:30,-134.51,262.48
28/11/2023,2,270,00:15,00:30,-134.51,298
28/11/2023,2,280,00:15,00:30,-163.75,298
28/11/2023,2,290,00:15,00:30,-163.75,298
28/11/2023,2,300,00:15,00:30,-163.75,298
28/11/2023,2,310,00:15,00:30,-186.14,298
28/11/2023,2,320,00:15,00:30,-199.65,300
28/11/2023,2,330,00:15,00:30,-213.69,304.7
28/11/2023,2,340,00:15,00:30,-228.24,336.21
28/11/2023,2,350,00:15,00:30,-267.18,336.21
28/11/2023,2,360,00:15,00:30,-267.18,336.21
28/11/2023,2,370,00:15,00:30,-267.18,376.98
28/11/2023,2,380,00:15,00:30,-267.18,376.98
28/11/2023,2,390,00:15,00:30,-267.18,404.7
28/11/2023,2,400,00:15,00:30,-267.18,589.5
28/11/2023,2,408,00:15,00:30,,604.7
28/11/2023,2,410,00:15,00:30,-267.18,
28/11/2023,2,420,00:15,00:30,-267.18,
28/11/2023,2,430,00:15,00:30,-267.18,
28/11/2023,2,440,00:15,00:30,-267.18,
28/11/2023,2,450,00:15,00:30,-267.18,
28/11/2023,2,460,00:15,00:30,-267.18,
28/11/2023,2,470,00:15,00:30,-267.18,
28/11/2023,2,480,00:15,00:30,-267.18,
28/11/2023,2,490,00:15,00:30,-267.18,
28/11/2023,2,500,00:15,00:30,-267.18,
28/11/2023,2,510,00:15,00:30,-267.18,
28/11/2023,2,520,00:15,00:30,-267.18,
28/11/2023,2,530,00:15,00:30,-267.18,
28/11/2023,2,540,00:15,00:30,-267.18,
28/11/2023,2,550,00:15,00:30,-267.18,
28/11/2023,2,560,00:15,00:30,-267.18,
28/11/2023,2,570,00:15,00:30,-267.18,
28/11/2023,2,580,00:15,00:30,-267.18,
28/11/2023,2,590,00:15,00:30,-267.18,
28/11/2023,2,600,00:15,00:30,-267.18,
28/11/2023,2,610,00:15,00:30,-267.18,
28/11/2023,2,620,00:15,00:30,-267.18,
28/11/2023,2,630,00:15,00:30,-267.18,
28/11/2023,2,640,00:15,00:30,-267.18,
28/11/2023,2,650,00:15,00:30,-267.18,
28/11/2023,2,660,00:15,00:30,-267.18,
28/11/2023,2,670,00:15,00:30,-267.18,
28/11/2023,2,680,00:15,00:30,-267.18,
28/11/2023,2,690,00:15,00:30,-267.18,
28/11/2023,2,700,00:15,00:30,-267.18,
28/11/2023,2,710,00:15,00:30,-267.18,
28/11/2023,2,720,00:15,00:30,-267.18,
28/11/2023,2,730,00:15,00:30,-267.18,
28/11/2023,2,740,00:15,00:30,-267.18,
28/11/2023,2,750,00:15,00:30,-267.18,
28/11/2023,2,760,00:15,00:30,-268.75,
28/11/2023,2,770,00:15,00:30,-268.75,
28/11/2023,2,780,00:15,00:30,-268.75,
28/11/2023,2,790,00:15,00:30,-268.75,
28/11/2023,2,800,00:15,00:30,-268.75,
28/11/2023,2,810,00:15,00:30,-268.75,
28/11/2023,2,820,00:15,00:30,-268.75,
28/11/2023,2,830,00:15,00:30,-268.75,
28/11/2023,2,840,00:15,00:30,-268.75,
28/11/2023,2,850,00:15,00:30,-268.75,
28/11/2023,2,860,00:15,00:30,-268.75,
28/11/2023,2,870,00:15,00:30,-268.75,
28/11/2023,2,880,00:15,00:30,-268.75,
28/11/2023,2,890,00:15,00:30,-268.75,
28/11/2023,2,900,00:15,00:30,-268.75,
28/11/2023,2,910,00:15,00:30,-268.75,
28/11/2023,2,920,00:15,00:30,-268.75,
28/11/2023,2,930,00:15,00:30,-268.75,
28/11/2023,2,940,00:15,00:30,-268.75,
28/11/2023,2,950,00:15,00:30,-268.75,
28/11/2023,2,960,00:15,00:30,-268.75,
28/11/2023,2,970,00:15,00:30,-268.75,
28/11/2023,2,980,00:15,00:30,-268.75,
28/11/2023,2,990,00:15,00:30,-268.75,
28/11/2023,2,1000,00:15,00:30,-268.75,
28/11/2023,2,1010,00:15,00:30,-268.75,
28/11/2023,2,1020,00:15,00:30,-268.75,
28/11/2023,2,1030,00:15,00:30,-268.75,
28/11/2023,2,1040,00:15,00:30,-268.75,
28/11/2023,2,1050,00:15,00:30,-268.75,
28/11/2023,2,1060,00:15,00:30,-268.75,
28/11/2023,2,1070,00:15,00:30,-268.75,
28/11/2023,2,1080,00:15,00:30,-268.75,
28/11/2023,2,1090,00:15,00:30,-268.75,
28/11/2023,2,1100,00:15,00:30,-268.75,
28/11/2023,2,1110,00:15,00:30,-268.75,
28/11/2023,2,1120,00:15,00:30,-268.75,
28/11/2023,2,1130,00:15,00:30,-268.75,
28/11/2023,2,1140,00:15,00:30,-268.75,
28/11/2023,2,1150,00:15,00:30,-268.75,
28/11/2023,2,1160,00:15,00:30,-312.12,
28/11/2023,2,1170,00:15,00:30,-312.12,
28/11/2023,2,1180,00:15,00:30,-312.12,
28/11/2023,2,1190,00:15,00:30,-312.12,
28/11/2023,2,1200,00:15,00:30,-312.12,
28/11/2023,2,1210,00:15,00:30,-312.12,
28/11/2023,2,1220,00:15,00:30,-312.12,
28/11/2023,2,1230,00:15,00:30,-312.12,
28/11/2023,2,1240,00:15,00:30,-312.12,
28/11/2023,2,1250,00:15,00:30,-312.12,
28/11/2023,2,1260,00:15,00:30,-312.12,
28/11/2023,2,1270,00:15,00:30,-312.12,
28/11/2023,2,1280,00:15,00:30,-312.12,
28/11/2023,2,1290,00:15,00:30,-312.12,
28/11/2023,2,1300,00:15,00:30,-312.12,
28/11/2023,2,1310,00:15,00:30,-312.13,
28/11/2023,2,1320,00:15,00:30,-312.13,
28/11/2023,2,1330,00:15,00:30,-312.13,
28/11/2023,2,1340,00:15,00:30,-312.13,
28/11/2023,2,1350,00:15,00:30,-312.13,
28/11/2023,2,1357,00:15,00:30,-1460.47,
28/11/2023,3,10,00:30,00:45,79.53,107.7
28/11/2023,3,20,00:30,00:45,77.21,107.7
28/11/2023,3,30,00:30,00:45,77.21,107.7
28/11/2023,3,40,00:30,00:45,64.53,109.7
28/11/2023,3,50,00:30,00:45,49.53,110.96
28/11/2023,3,60,00:30,00:45,45.95,110.96
28/11/2023,3,70,00:30,00:45,45.95,112.7
28/11/2023,3,80,00:30,00:45,45.95,119.7
28/11/2023,3,90,00:30,00:45,29.53,123.96
28/11/2023,3,100,00:30,00:45,-10.47,123.96
28/11/2023,3,110,00:30,00:45,-20.54,123.96
28/11/2023,3,120,00:30,00:45,-20.54,129.7
28/11/2023,3,130,00:30,00:45,-30.43,132.96
28/11/2023,3,140,00:30,00:45,-30.43,132.96
28/11/2023,3,150,00:30,00:45,-30.43,132.96
28/11/2023,3,160,00:30,00:45,-43.61,150.7
28/11/2023,3,170,00:30,00:45,-43.61,150.7
28/11/2023,3,180,00:30,00:45,-60.08,150.7
28/11/2023,3,190,00:30,00:45,-60.08,204.7
28/11/2023,3,200,00:30,00:45,-60.08,262.49
28/11/2023,3,210,00:30,00:45,-91.77,300
28/11/2023,3,220,00:30,00:45,-91.77,302.7
28/11/2023,3,230,00:30,00:45,-114.83,302.7
28/11/2023,3,240,00:30,00:45,-114.83,302.7
28/11/2023,3,250,00:30,00:45,-114.83,302.7
28/11/2023,3,260,00:30,00:45,-141.18,302.7
28/11/2023,3,270,00:30,00:45,-141.18,302.7
28/11/2023,3,280,00:30,00:45,-170.83,302.7
28/11/2023,3,290,00:30,00:45,-170.83,302.7
28/11/2023,3,300,00:30,00:45,-170.83,302.7
28/11/2023,3,310,00:30,00:45,-193.54,302.7
28/11/2023,3,320,00:30,00:45,-207.25,302.7
28/11/2023,3,330,00:30,00:45,-221.48,304.31
28/11/2023,3,340,00:30,00:45,-236.24,304.31
28/11/2023,3,350,00:30,00:45,-267.18,304.7
28/11/2023,3,360,00:30,00:45,-267.18,310.19
28/11/2023,3,370,00:30,00:45,-267.18,323.12
28/11/2023,3,380,00:30,00:45,-267.18,334.42
28/11/2023,3,390,00:30,00:45,-267.18,404.7
28/11/2023,3,400,00:30,00:45,-267.18,530.99
28/11/2023,3,408,00:30,00:45,,604.7
28/11/2023,3,410,00:30,00:45,-267.18,
28/11/2023,3,420,00:30,00:45,-267.18,
28/11/2023,3,430,00:30,00:45,-267.18,
28/11/2023,3,440,00:30,00:45,-267.18,
28/11/2023,3,450,00:30,00:45,-267.18,
28/11/2023,3,460,00:30,00:45,-267.18,
28/11/2023,3,470,00:30,00:45,-267.18,
28/11/2023,3,480,00:30,00:45,-267.18,
28/11/2023,3,490,00:30,00:45,-267.18,
28/11/2023,3,500,00:30,00:45,-267.18,
28/11/2023,3,510,00:30,00:45,-267.18,
28/11/2023,3,520,00:30,00:45,-267.18,
28/11/2023,3,530,00:30,00:45,-267.18,
28/11/2023,3,540,00:30,00:45,-267.18,
28/11/2023,3,550,00:30,00:45,-267.18,
28/11/2023,3,560,00:30,00:45,-267.18,
28/11/2023,3,570,00:30,00:45,-267.18,
28/11/2023,3,580,00:30,00:45,-267.18,
28/11/2023,3,590,00:30,00:45,-267.18,
28/11/2023,3,600,00:30,00:45,-267.18,
28/11/2023,3,610,00:30,00:45,-267.18,
28/11/2023,3,620,00:30,00:45,-267.18,
28/11/2023,3,630,00:30,00:45,-267.18,
28/11/2023,3,640,00:30,00:45,-267.18,
28/11/2023,3,650,00:30,00:45,-267.18,
28/11/2023,3,660,00:30,00:45,-267.18,
28/11/2023,3,670,00:30,00:45,-267.18,
28/11/2023,3,680,00:30,00:45,-267.18,
28/11/2023,3,690,00:30,00:45,-267.18,
28/11/2023,3,700,00:30,00:45,-267.18,
28/11/2023,3,710,00:30,00:45,-267.18,
28/11/2023,3,720,00:30,00:45,-267.18,
28/11/2023,3,730,00:30,00:45,-267.18,
28/11/2023,3,740,00:30,00:45,-267.18,
28/11/2023,3,750,00:30,00:45,-267.18,
28/11/2023,3,760,00:30,00:45,-268.75,
28/11/2023,3,770,00:30,00:45,-268.75,
28/11/2023,3,780,00:30,00:45,-268.75,
28/11/2023,3,790,00:30,00:45,-268.75,
28/11/2023,3,800,00:30,00:45,-268.75,
28/11/2023,3,810,00:30,00:45,-268.75,
28/11/2023,3,820,00:30,00:45,-268.75,
28/11/2023,3,830,00:30,00:45,-268.75,
28/11/2023,3,840,00:30,00:45,-268.75,
28/11/2023,3,850,00:30,00:45,-268.75,
28/11/2023,3,860,00:30,00:45,-268.75,
28/11/2023,3,870,00:30,00:45,-268.75,
28/11/2023,3,880,00:30,00:45,-268.75,
28/11/2023,3,890,00:30,00:45,-268.75,
28/11/2023,3,900,00:30,00:45,-268.75,
28/11/2023,3,910,00:30,00:45,-268.75,
28/11/2023,3,920,00:30,00:45,-268.75,
28/11/2023,3,930,00:30,00:45,-268.75,
28/11/2023,3,940,00:30,00:45,-268.75,
28/11/2023,3,950,00:30,00:45,-268.75,
28/11/2023,3,960,00:30,00:45,-268.75,
28/11/2023,3,970,00:30,00:45,-268.75,
28/11/2023,3,980,00:30,00:45,-268.75,
28/11/2023,3,990,00:30,00:45,-268.75,
28/11/2023,3,1000,00:30,00:45,-268.75,
28/11/2023,3,1010,00:30,00:45,-268.75,
28/11/2023,3,1020,00:30,00:45,-268.75,
28/11/2023,3,1030,00:30,00:45,-268.75,
28/11/2023,3,1040,00:30,00:45,-268.75,
28/11/2023,3,1050,00:30,00:45,-268.75,
28/11/2023,3,1060,00:30,00:45,-268.75,
28/11/2023,3,1070,00:30,00:45,-268.75,
28/11/2023,3,1080,00:30,00:45,-268.75,
28/11/2023,3,1090,00:30,00:45,-268.75,
28/11/2023,3,1100,00:30,00:45,-268.75,
28/11/2023,3,1110,00:30,00:45,-268.75,
28/11/2023,3,1120,00:30,00:45,-268.75,
28/11/2023,3,1130,00:30,00:45,-268.75,
28/11/2023,3,1140,00:30,00:45,-268.75,
28/11/2023,3,1150,00:30,00:45,-268.75,
28/11/2023,3,1160,00:30,00:45,-312.12,
28/11/2023,3,1170,00:30,00:45,-312.12,
28/11/2023,3,1180,00:30,00:45,-312.12,
28/11/2023,3,1190,00:30,00:45,-312.12,
28/11/2023,3,1200,00:30,00:45,-312.12,
28/11/2023,3,1210,00:30,00:45,-312.12,
28/11/2023,3,1220,00:30,00:45,-312.12,
28/11/2023,3,1230,00:30,00:45,-312.12,
28/11/2023,3,1240,00:30,00:45,-312.12,
28/11/2023,3,1250,00:30,00:45,-312.12,
28/11/2023,3,1260,00:30,00:45,-312.12,
28/11/2023,3,1270,00:30,00:45,-312.12,
28/11/2023,3,1280,00:30,00:45,-312.12,
28/11/2023,3,1290,00:30,00:45,-312.12,
28/11/2023,3,1300,00:30,00:45,-312.12,
28/11/2023,3,1310,00:30,00:45,-312.13,
28/11/2023,3,1320,00:30,00:45,-312.13,
28/11/2023,3,1330,00:30,00:45,-312.13,
28/11/2023,3,1340,00:30,00:45,-312.13,
28/11/2023,3,1350,00:30,00:45,-312.13,
28/11/2023,3,1360,00:30,00:45,-1460.47,
28/11/2023,3,1361,00:30,00:45,-1460.47,
28/11/2023,4,10,00:45,01:00,79.53,107.7
28/11/2023,4,20,00:45,01:00,77.21,107.7
28/11/2023,4,30,00:45,01:00,77.21,107.7
28/11/2023,4,40,00:45,01:00,64.53,109.7
28/11/2023,4,50,00:45,01:00,49.53,110.96
28/11/2023,4,60,00:45,01:00,45.93,110.96
28/11/2023,4,70,00:45,01:00,45.93,112.7
28/11/2023,4,80,00:45,01:00,45.93,119.7
28/11/2023,4,90,00:45,01:00,29.53,123.96
28/11/2023,4,100,00:45,01:00,-10.47,123.96
28/11/2023,4,110,00:45,01:00,-20.58,123.96
28/11/2023,4,120,00:45,01:00,-20.58,129.7
28/11/2023,4,130,00:45,01:00,-30.51,132.96
28/11/2023,4,140,00:45,01:00,-30.51,132.96
28/11/2023,4,150,00:45,01:00,-30.51,132.96
28/11/2023,4,160,00:45,01:00,-43.75,150.7
28/11/2023,4,170,00:45,01:00,-43.75,150.7
28/11/2023,4,180,00:45,01:00,-60.28,150.7
28/11/2023,4,190,00:45,01:00,-60.28,204.7
28/11/2023,4,200,00:45,01:00,-60.28,262.49
28/11/2023,4,210,00:45,01:00,-92.04,300
28/11/2023,4,220,00:45,01:00,-92.04,302.7
28/11/2023,4,230,00:45,01:00,-115.19,302.7
28/11/2023,4,240,00:45,01:00,-115.19,302.7
28/11/2023,4,250,00:45,01:00,-115.19,302.7
28/11/2023,4,260,00:45,01:00,-141.65,302.7
28/11/2023,4,270,00:45,01:00,-141.65,302.7
28/11/2023,4,280,00:45,01:00,-171.42,302.7
28/11/2023,4,290,00:45,01:00,-171.42,302.7
28/11/2023,4,300,00:45,01:00,-171.42,302.7
28/11/2023,4,310,00:45,01:00,-194.22,302.7
28/11/2023,4,320,00:45,01:00,-207.98,302.7
28/11/2023,4,330,00:45,01:00,-222.27,304.31
28/11/2023,4,340,00:45,01:00,-237.08,304.31
28/11/2023,4,350,00:45,01:00,-267.18,304.7
28/11/2023,4,360,00:45,01:00,-267.18,310.2
28/11/2023,4,370,00:45,01:00,-267.18,323.12
28/11/2023,4,380,00:45,01:00,-267.18,334.42
28/11/2023,4,390,00:45,01:00,-267.18,404.7
28/11/2023,4,400,00:45,01:00,-267.18,532.2
28/11/2023,4,409,00:45,01:00,,604.7
28/11/2023,4,410,00:45,01:00,-267.18,
28/11/2023,4,420,00:45,01:00,-267.18,
28/11/2023,4,430,00:45,01:00,-267.18,
28/11/2023,4,440,00:45,01:00,-267.18,
28/11/2023,4,450,00:45,01:00,-267.18,
28/11/2023,4,460,00:45,01:00,-267.18,
28/11/2023,4,470,00:45,01:00,-267.18,
28/11/2023,4,480,00:45,01:00,-267.18,
28/11/2023,4,490,00:45,01:00,-267.18,
28/11/2023,4,500,00:45,01:00,-267.18,
28/11/2023,4,510,00:45,01:00,-267.18,
28/11/2023,4,520,00:45,01:00,-267.18,
28/11/2023,4,530,00:45,01:00,-267.18,
28/11/2023,4,540,00:45,01:00,-267.18,
28/11/2023,4,550,00:45,01:00,-267.18,
28/11/2023,4,560,00:45,01:00,-267.18,
28/11/2023,4,570,00:45,01:00,-267.18,
28/11/2023,4,580,00:45,01:00,-267.18,
28/11/2023,4,590,00:45,01:00,-267.18,
28/11/2023,4,600,00:45,01:00,-267.18,
28/11/2023,4,610,00:45,01:00,-267.18,
28/11/2023,4,620,00:45,01:00,-267.18,
28/11/2023,4,630,00:45,01:00,-267.18,
28/11/2023,4,640,00:45,01:00,-267.18,
28/11/2023,4,650,00:45,01:00,-267.18,
28/11/2023,4,660,00:45,01:00,-267.18,
28/11/2023,4,670,00:45,01:00,-267.18,
28/11/2023,4,680,00:45,01:00,-267.18,
28/11/2023,4,690,00:45,01:00,-267.18,
28/11/2023,4,700,00:45,01:00,-267.18,
28/11/2023,4,710,00:45,01:00,-267.18,
28/11/2023,4,720,00:45,01:00,-267.18,
28/11/2023,4,730,00:45,01:00,-267.18,
28/11/2023,4,740,00:45,01:00,-267.18,
28/11/2023,4,750,00:45,01:00,-267.18,
28/11/2023,4,760,00:45,01:00,-268.75,
28/11/2023,4,770,00:45,01:00,-268.75,
28/11/2023,4,780,00:45,01:00,-268.75,
28/11/2023,4,790,00:45,01:00,-268.75,
28/11/2023,4,800,00:45,01:00,-268.75,
28/11/2023,4,810,00:45,01:00,-268.75,
28/11/2023,4,820,00:45,01:00,-268.75,
28/11/2023,4,830,00:45,01:00,-268.75,
28/11/2023,4,840,00:45,01:00,-268.75,
28/11/2023,4,850,00:45,01:00,-268.75,
28/11/2023,4,860,00:45,01:00,-268.75,
28/11/2023,4,870,00:45,01:00,-268.75,
28/11/2023,4,880,00:45,01:00,-268.75,
28/11/2023,4,890,00:45,01:00,-268.75,
28/11/2023,4,900,00:45,01:00,-268.75,
28/11/2023,4,910,00:45,01:00,-268.75,
28/11/2023,4,920,00:45,01:00,-268.75,
28/11/2023,4,930,00:45,01:00,-268.75,
28/11/2023,4,940,00:45,01:00,-268.75,
28/11/2023,4,950,00:45,01:00,-268.75,
28/11/2023,4,960,00:45,01:00,-268.75,
28/11/2023,4,970,00:45,01:00,-268.75,
28/11/2023,4,980,00:45,01:00,-268.75,
28/11/2023,4,990,00:45,01:00,-268.75,
28/11/2023,4,1000,00:45,01:00,-268.75,
28/11/2023,4,1010,00:45,01:00,-268.75,
28/11/2023,4,1020,00:45,01:00,-268.75,
28/11/2023,4,1030,00:45,01:00,-268.75,
28/11/2023,4,1040,00:45,01:00,-268.75,
28/11/2023,4,1050,00:45,01:00,-268.75,
28/11/2023,4,1060,00:45,01:00,-268.75,
28/11/2023,4,1070,00:45,01:00,-268.75,
28/11/2023,4,1080,00:45,01:00,-268.75,
28/11/2023,4,1090,00:45,01:00,-268.75,
28/11/2023,4,1100,00:45,01:00,-268.75,
28/11/2023,4,1110,00:45,01:00,-268.75,
28/11/2023,4,1120,00:45,01:00,-268.75,
28/11/2023,4,1130,00:45,01:00,-268.75,
28/11/2023,4,1140,00:45,01:00,-268.75,
28/11/2023,4,1150,00:45,01:00,-268.75,
28/11/2023,4,1160,00:45,01:00,-268.75,
28/11/2023,4,1170,00:45,01:00,-312.12,
28/11/2023,4,1180,00:45,01:00,-312.12,
28/11/2023,4,1190,00:45,01:00,-312.12,
28/11/2023,4,1200,00:45,01:00,-312.12,
28/11/2023,4,1210,00:45,01:00,-312.12,
