,EPEX,temperature_forecast,temperature_actual,solar_forecast,solar_actual,wind_forecast,wind_actual,consumption_forecast,consumption_actual,total_forecast,total_actual,Trading_Volume,Allocatie_volume
29/04/2022 14:30,144.01,15,17,10.4289515,6.455802,-0.01228508,0.005525,51.58042695,53.757833,61.99709337,60.21916,-5.95,60.735447
29/04/2022 14:45,144.01,15,17,12.80356598,9.568267,-0.01128464,0.000223,51.48796033,53.695818,64.28024167,63.264308,-5.95,63.81701
29/04/2022 15:00,150,15,17,15.67062363,12.907869,-0.01282424,-0.028754,50.97778559,53.419356,66.63558498,66.298471,-7.5,66.916619
29/04/2022 15:15,150,15,17,17.9098725,16.416325,0.00189008,-0.082137,50.89356049,53.408689,68.80532307,69.742877,-7.5,70.394964
29/04/2022 15:30,150,15,17,21.05584533,20.209511,0.00546071,-0.106938,51.15610117,53.735833,72.21740721,73.838406,-7.5,74.542352
29/04/2022 15:45,150,15,17,24.07455241,23.581504,-0.00150933,-0.152873,51.01593482,53.269948,75.0889779,76.698579,-7.5,77.429912
29/04/2022 16:00,164.01,14,16,25.95517906,26.511809,-0.01208238,-0.152688,50.23513408,52.861022,76.17823076,79.220143,-3.75,79.976063
29/04/2022 16:15,164.01,14,16,27.23624577,27.854357,-0.03746791,-0.220692,49.60155304,52.348697,76.8003309,79.982362,-3.75,80.722898
29/04/2022 16:30,164.01,14,16,28.1123597,28.247854,-0.08933191,-0.315137,48.58666444,51.495086,76.60969223,79.427803,-3.75,80.190655
29/04/2022 16:45,164.01,14,16,28.0068948,28.194341,-0.12630646,-0.509224,48.05008057,51.189942,75.93066891,78.875059,-3.75,79.641452
29/04/2022 17:00,189.98,14,16,27.20264582,27.217905,-0.18169763,-0.585206,47.26297954,50.282289,74.28392773,76.914988,0,77.666126
29/04/2022 17:15,189.98,14,16,26.66191007,26.714816,-0.25397909,-0.784,46.41832674,49.292913,72.82625772,75.223729,0,75.977038
29/04/2022 17:30,189.98,14,16,25.88125861,26.047646,-0.34917952,-0.906933,45.43095972,48.001333,70.96303881,73.142046,0,73.886112
29/04/2022 17:45,189.98,14,16,25.2612704,25.328526,-0.43619919,-1.024535,44.25053502,46.817018,69.07560623,71.121009,0,71.871995
29/04/2022 18:00,177,14,16,24.69328099,24.423773,-0.53743696,-1.11916,42.64726514,44.999806,66.80310917,68.304419,0,68.991837
29/04/2022 18:15,177,14,16,24.27275959,23.758456,-0.62505073,-1.245671,41.24879416,43.71945,64.89650302,66.232235,0,66.897019
29/04/2022 18:30,177,13,16,24.37329402,23.567272,-0.74586068,-1.290246,40.53721576,42.906301,64.1646491,65.183327,0,65.846123
29/04/2022 18:45,177,13,16,24.54346322,23.545133,-0.90593452,-1.213552,39.9344485,42.496454,63.5719772,64.828035,0,65.507269
29/04/2022 19:00,161.49,12,15,24.10383542,23.477534,-1.00636904,-1.4675,39.46442524,42.263265,62.56189162,64.273299,0,64.946222
29/04/2022 19:15,161.49,12,15,23.63771697,23.022433,-1.06198624,-1.810628,39.15939851,41.937039,61.73512924,63.148844,0,63.812018
29/04/2022 19:30,161.49,12,15,23.27252931,22.614905,-1.16751027,-1.870399,38.76606103,41.40265,60.87108007,62.147156,0,62.806913
29/04/2022 19:45,161.49,12,15,23.05757631,22.408282,-1.3303221,-1.801253,38.04994117,40.868308,59.77719538,61.475337,0,62.125622
29/04/2022 20:00,140.51,12,15,22.76320899,22.088369,-1.38936382,-1.415439,37.36612871,39.762294,58.73997388,60.435224,0,61.078989
29/04/2022 20:15,140.51,11,15,22.38349841,21.748789,-1.42075279,-1.451223,36.47651844,39.014665,57.43926406,59.312231,0,59.960761
29/04/2022 20:30,140.51,11,15,21.99384161,21.677629,-1.43362983,-1.623214,35.65447671,38.191021,56.21468849,58.245436,0,58.873585
29/04/2022 20:45,140.51,11,15,21.59454228,21.181211,-1.46364791,-1.913798,34.65731589,37.370308,54.78821026,56.637721,0,57.244679
29/04/2022 21:00,120,11,15,21.39394569,20.895623,-1.46472048,-1.728918,33.7810257,36.41458,53.71025091,55.581285,0,56.178085
29/04/2022 21:15,120,11,15,20.91423731,20.336782,-1.43227906,-1.611513,32.99763983,35.405985,52.47959808,54.131254,0,54.716014
29/04/2022 21:30,120,11,14,20.60378499,19.72216,-1.42205757,-1.677769,32.16306581,34.418119,51.34479323,52.46251,0,53.036359
29/04/2022 21:45,120,11,14,20.12415448,19.140004,-1.41448344,-1.291784,31.32382064,33.602523,50.03349168,51.450743,0,52.000887
29/04/2022 22:00,116.84,11,14,19.61418904,18.92626,-1.40382923,-1.106136,30.48578298,32.772971,48.69614279,50.593095,0,51.12923
29/04/2022 22:15,116.84,11,14,19.38377931,18.266776,-1.37993425,-1.171778,29.82490962,32.10644,47.82875468,49.201438,0,49.724113
29/04/2022 22:30,116.84,11,14,18.88374101,17.651818,-1.39127061,-1.53871,29.11332421,31.134508,46.60579461,47.247616,0,47.740199
29/04/2022 22:45,116.84,11,14,18.37390225,17.444843,-1.36265652,-1.520787,28.21374239,30.396343,45.22498812,46.320399,0,46.797499
29/04/2022 23:00,109.29,11,14,17.91413196,17.438879,-1.3511835,-1.433602,27.86072212,30.216873,44.42367058,46.22215,0,46.656402
29/04/2022 23:15,109.29,11,14,17.60429933,17.316131,-1.32205035,-1.163693,27.51461436,29.807447,43.79686334,45.959885,0,46.380004
29/04/2022 23:30,109.29,11,14,17.47423209,17.021882,-1.28723659,-1.134127,26.76717375,29.082794,42.95416925,44.970549,0,45.393398
29/04/2022 23:45,109.29,11,14,17.21375844,16.24672,-1.26754131,-1.140517,25.98732794,28.32577,41.93354507,43.431973,0,43.837549
