From_NL,From_UTC,E_Volume_kWh,Tenant,E_Volume_MWh,Abs_E_Volume_kWh,Abs_E_Volume_MWh
14/12/2023 04:30,14/12/2023 03:30,1050,1,1.05,1050,1.05
14/12/2023 04:45,14/12/2023 03:45,41198,0,41.198,41198,41.198
14/12/2023 04:45,14/12/2023 03:45,1027,1,1.027,1027,1.027
14/12/2023 05:00,14/12/2023 04:00,979,1,0.979,979,0.979
14/12/2023 05:00,14/12/2023 04:00,44296,0,44.296,44296,44.296
14/12/2023 05:15,14/12/2023 04:15,44325,0,44.325,44325,44.325
14/12/2023 05:15,14/12/2023 04:15,950,1,0.95,950,0.95
14/12/2023 05:30,14/12/2023 04:30,956,1,0.956,956,0.956
14/12/2023 05:30,14/12/2023 04:30,44319,0,44.319,44319,44.319
14/12/2023 05:45,14/12/2023 04:45,44310,0,44.31,44310,44.31
14/12/2023 05:45,14/12/2023 04:45,965,1,0.965,965,0.965
14/12/2023 06:00,14/12/2023 05:00,984,1,0.984,984,0.984
14/12/2023 06:00,14/12/2023 05:00,53466,0,53.466,53466,53.466
14/12/2023 06:15,14/12/2023 05:15,53435,0,53.435,53435,53.435
14/12/2023 06:15,14/12/2023 05:15,1015,1,1.015,1015,1.015
14/12/2023 06:30,14/12/2023 05:30,53398,0,53.398,53398,53.398
14/12/2023 06:30,14/12/2023 05:30,1052,1,1.052,1052,1.052
14/12/2023 06:45,14/12/2023 05:45,53328,0,53.328,53328,53.328
14/12/2023 06:45,14/12/2023 05:45,1122,1,1.122,1122,1.122
14/12/2023 07:00,14/12/2023 06:00,67872,0,67.872,67872,67.872
14/12/2023 07:00,14/12/2023 06:00,1178,1,1.178,1178,1.178
14/12/2023 07:15,14/12/2023 06:15,1273,1,1.273,1273,1.273
14/12/2023 07:15,14/12/2023 06:15,67777,0,67.777,67777,67.777
14/12/2023 07:30,14/12/2023 06:30,67704,0,67.704,67704,67.704
14/12/2023 07:30,14/12/2023 06:30,1346,1,1.346,1346,1.346
14/12/2023 07:45,14/12/2023 06:45,1394,1,1.394,1394,1.394
14/12/2023 07:45,14/12/2023 06:45,67656,0,67.656,67656,67.656
14/12/2023 08:00,14/12/2023 07:00,82137,0,82.137,82137,82.137
14/12/2023 08:00,14/12/2023 07:00,1413,1,1.413,1413,1.413
14/12/2023 08:15,14/12/2023 07:15,82123,0,82.123,82123,82.123
14/12/2023 08:15,14/12/2023 07:15,1427,1,1.427,1427,1.427
14/12/2023 08:30,14/12/2023 07:30,1455,1,1.455,1455,1.455
14/12/2023 08:30,14/12/2023 07:30,82095,0,82.095,82095,82.095
14/12/2023 08:45,14/12/2023 07:45,1476,1,1.476,1476,1.476
14/12/2023 08:45,14/12/2023 07:45,82074,0,82.074,82074,82.074
14/12/2023 09:00,14/12/2023 08:00,86143,0,86.143,86143,86.143
14/12/2023 09:00,14/12/2023 08:00,1482,1,1.482,1482,1.482
14/12/2023 09:15,14/12/2023 08:15,1501,1,1.501,1501,1.501
14/12/2023 09:15,14/12/2023 08:15,86124,0,86.124,86124,86.124
14/12/2023 09:30,14/12/2023 08:30,1532,1,1.532,1532,1.532
14/12/2023 09:30,14/12/2023 08:30,86093,0,86.093,86093,86.093
14/12/2023 09:45,14/12/2023 08:45,86107,0,86.107,86107,86.107
14/12/2023 09:45,14/12/2023 08:45,1518,1,1.518,1518,1.518
14/12/2023 10:00,14/12/2023 09:00,83562,0,83.562,83562,83.562
14/12/2023 10:00,14/12/2023 09:00,1488,1,1.488,1488,1.488
14/12/2023 10:15,14/12/2023 09:15,83582,0,83.582,83582,83.582
14/12/2023 10:15,14/12/2023 09:15,1468,1,1.468,1468,1.468
14/12/2023 10:30,14/12/2023 09:30,83601,0,83.601,83601,83.601
14/12/2023 10:30,14/12/2023 09:30,1449,1,1.449,1449,1.449
14/12/2023 10:45,14/12/2023 09:45,1429,1,1.429,1429,1.429
14/12/2023 10:45,14/12/2023 09:45,83621,0,83.621,83621,83.621
14/12/2023 11:00,14/12/2023 10:00,81364,0,81.364,81364,81.364
14/12/2023 11:00,14/12/2023 10:00,1436,1,1.436,1436,1.436
14/12/2023 11:15,14/12/2023 10:15,1427,1,1.427,1427,1.427
14/12/2023 11:15,14/12/2023 10:15,81373,0,81.373,81373,81.373
14/12/2023 11:30,14/12/2023 10:30,81386,0,81.386,81386,81.386
14/12/2023 11:30,14/12/2023 10:30,1414,1,1.414,1414,1.414
14/12/2023 11:45,14/12/2023 10:45,81381,0,81.381,81381,81.381
14/12/2023 11:45,14/12/2023 10:45,1419,1,1.419,1419,1.419
14/12/2023 12:00,14/12/2023 11:00,78709,0,78.709,78709,78.709
14/12/2023 12:00,14/12/2023 11:00,1441,1,1.441,1441,1.441
14/12/2023 12:15,14/12/2023 11:15,78696,0,78.696,78696,78.696
14/12/2023 12:15,14/12/2023 11:15,1454,1,1.454,1454,1.454
14/12/2023 12:30,14/12/2023 11:30,1456,1,1.456,1456,1.456
14/12/2023 12:30,14/12/2023 11:30,78694,0,78.694,78694,78.694
14/12/2023 12:45,14/12/2023 11:45,78698,0,78.698,78698,78.698
14/12/2023 12:45,14/12/2023 11:45,1452,1,1.452,1452,1.452
14/12/2023 13:00,14/12/2023 12:00,1439,1,1.439,1439,1.439
14/12/2023 13:00,14/12/2023 12:00,79686,0,79.686,79686,79.686
14/12/2023 13:15,14/12/2023 12:15,79692,0,79.692,79692,79.692
14/12/2023 13:15,14/12/2023 12:15,1433,1,1.433,1433,1.433
14/12/2023 13:30,14/12/2023 12:30,79718,0,79.718,79718,79.718
14/12/2023 13:30,14/12/2023 12:30,1407,1,1.407,1407,1.407
14/12/2023 13:45,14/12/2023 12:45,79718,0,79.718,79718,79.718
14/12/2023 13:45,14/12/2023 12:45,1407,1,1.407,1407,1.407
14/12/2023 14:00,14/12/2023 13:00,81891,0,81.891,81891,81.891
14/12/2023 14:00,14/12/2023 13:00,1409,1,1.409,1409,1.409
14/12/2023 14:15,14/12/2023 13:15,1432,1,1.432,1432,1.432
14/12/2023 14:15,14/12/2023 13:15,81868,0,81.868,81868,81.868
14/12/2023 14:30,14/12/2023 13:30,81831,0,81.831,81831,81.831
14/12/2023 14:30,14/12/2023 13:30,1469,1,1.469,1469,1.469
14/12/2023 14:45,14/12/2023 13:45,1498,1,1.498,1498,1.498
14/12/2023 14:45,14/12/2023 13:45,81802,0,81.802,81802,81.802
14/12/2023 15:00,14/12/2023 14:00,83871,0,83.871,83871,83.871
14/12/2023 15:00,14/12/2023 14:00,1504,1,1.504,1504,1.504
14/12/2023 15:15,14/12/2023 14:15,83862,0,83.862,83862,83.862
14/12/2023 15:15,14/12/2023 14:15,1513,1,1.513,1513,1.513
14/12/2023 15:30,14/12/2023 14:30,83851,0,83.851,83851,83.851
14/12/2023 15:30,14/12/2023 14:30,1524,1,1.524,1524,1.524
14/12/2023 15:45,14/12/2023 14:45,83857,0,83.857,83857,83.857
14/12/2023 15:45,14/12/2023 14:45,1518,1,1.518,1518,1.518
14/12/2023 16:00,14/12/2023 15:00,1530,1,1.53,1530,1.53
14/12/2023 16:00,14/12/2023 15:00,83895,0,83.895,83895,83.895
14/12/2023 16:15,14/12/2023 15:15,83836,0,83.836,83836,83.836
14/12/2023 16:15,14/12/2023 15:15,1589,1,1.589,1589,1.589
14/12/2023 16:30,14/12/2023 15:30,1651,1,1.651,1651,1.651
14/12/2023 16:30,14/12/2023 15:30,83774,0,83.774,83774,83.774
14/12/2023 16:45,14/12/2023 15:45,83686,0,83.686,83686,83.686
14/12/2023 16:45,14/12/2023 15:45,1739,1,1.739,1739,1.739
14/12/2023 17:00,14/12/2023 16:00,76972,0,76.972,76972,76.972
14/12/2023 17:00,14/12/2023 16:00,1803,1,1.803,1803,1.803
14/12/2023 17:15,14/12/2023 16:15,76866,0,76.866,76866,76.866
14/12/2023 17:15,14/12/2023 16:15,1909,1,1.909,1909,1.909
14/12/2023 17:30,14/12/2023 16:30,76837,0,76.837,76837,76.837
14/12/2023 17:30,14/12/2023 16:30,1938,1,1.938,1938,1.938
14/12/2023 17:45,14/12/2023 16:45,1973,1,1.973,1973,1.973
14/12/2023 17:45,14/12/2023 16:45,76802,0,76.802,76802,76.802
14/12/2023 18:00,14/12/2023 17:00,69973,0,69.973,69973,69.973
14/12/2023 18:00,14/12/2023 17:00,1977,1,1.977,1977,1.977
14/12/2023 18:15,14/12/2023 17:15,1939,1,1.939,1939,1.939
14/12/2023 18:15,14/12/2023 17:15,70011,0,70.011,70011,70.011
14/12/2023 18:30,14/12/2023 17:30,70045,0,70.045,70045,70.045
14/12/2023 18:30,14/12/2023 17:30,1905,1,1.905,1905,1.905
14/12/2023 18:45,14/12/2023 17:45,70076,0,70.076,70076,70.076
14/12/2023 18:45,14/12/2023 17:45,1874,1,1.874,1874,1.874
14/12/2023 19:00,14/12/2023 18:00,66907,0,66.907,66907,66.907
14/12/2023 19:00,14/12/2023 18:00,1843,1,1.843,1843,1.843
14/12/2023 19:15,14/12/2023 18:15,66968,0,66.968,66968,66.968
14/12/2023 19:15,14/12/2023 18:15,1782,1,1.782,1782,1.782
14/12/2023 19:30,14/12/2023 18:30,1763,1,1.763,1763,1.763
14/12/2023 19:30,14/12/2023 18:30,66987,0,66.987,66987,66.987
14/12/2023 19:45,14/12/2023 18:45,67007,0,67.007,67007,67.007
14/12/2023 19:45,14/12/2023 18:45,1743,1,1.743,1743,1.743
14/12/2023 20:00,14/12/2023 19:00,1725,1,1.725,1725,1.725
14/12/2023 20:00,14/12/2023 19:00,61775,0,61.775,61775,61.775
14/12/2023 20:15,14/12/2023 19:15,61834,0,61.834,61834,61.834
14/12/2023 20:15,14/12/2023 19:15,1666,1,1.666,1666,1.666
14/12/2023 20:30,14/12/2023 19:30,61867,0,61.867,61867,61.867
14/12/2023 20:30,14/12/2023 19:30,1633,1,1.633,1633,1.633
14/12/2023 20:45,14/12/2023 19:45,61906,0,61.906,61906,61.906
14/12/2023 20:45,14/12/2023 19:45,1594,1,1.594,1594,1.594
14/12/2023 21:00,14/12/2023 20:00,54781,0,54.781,54781,54.781
14/12/2023 21:00,14/12/2023 20:00,1569,1,1.569,1569,1.569
14/12/2023 21:15,14/12/2023 20:15,1555,1,1.555,1555,1.555
14/12/2023 21:15,14/12/2023 20:15,54795,0,54.795,54795,54.795
14/12/2023 21:30,14/12/2023 20:30,1529,1,1.529,1529,1.529
14/12/2023 21:30,14/12/2023 20:30,54821,0,54.821,54821,54.821
14/12/2023 21:45,14/12/2023 20:45,54861,0,54.861,54861,54.861
14/12/2023 21:45,14/12/2023 20:45,1489,1,1.489,1489,1.489
14/12/2023 22:00,14/12/2023 21:00,1444,1,1.444,1444,1.444
14/12/2023 22:00,14/12/2023 21:00,48806,0,48.806,48806,48.806
14/12/2023 22:15,14/12/2023 21:15,1420,1,1.42,1420,1.42
14/12/2023 22:15,14/12/2023 21:15,48830,0,48.83,48830,48.83
14/12/2023 22:30,14/12/2023 21:30,1389,1,1.389,1389,1.389
14/12/2023 22:30,14/12/2023 21:30,48861,0,48.861,48861,48.861
14/12/2023 22:45,14/12/2023 21:45,1350,1,1.35,1350,1.35
14/12/2023 22:45,14/12/2023 21:45,48900,0,48.9,48900,48.9
14/12/2023 23:00,14/12/2023 22:00,45192,0,45.192,45192,45.192
14/12/2023 23:00,14/12/2023 22:00,1333,1,1.333,1333,1.333
14/12/2023 23:15,14/12/2023 22:15,1314,1,1.314,1314,1.314
14/12/2023 23:15,14/12/2023 22:15,45211,0,45.211,45211,45.211
14/12/2023 23:30,14/12/2023 22:30,45267,0,45.267,45267,45.267
14/12/2023 23:30,14/12/2023 22:30,1258,1,1.258,1258,1.258
14/12/2023 23:45,14/12/2023 22:45,1199,1,1.199,1199,1.199
14/12/2023 23:45,14/12/2023 22:45,45326,0,45.326,45326,45.326
15/12/2023 00:00,14/12/2023 23:00,43575,0,43.575,43575,43.575
15/12/2023 00:00,14/12/2023 23:00,1325,1,1.325,1325,1.325
15/12/2023 00:15,14/12/2023 23:15,1292,1,1.292,1292,1.292
15/12/2023 00:15,14/12/2023 23:15,43608,0,43.608,43608,43.608
15/12/2023 00:30,14/12/2023 23:30,43638,0,43.638,43638,43.638
15/12/2023 00:30,14/12/2023 23:30,1262,1,1.262,1262,1.262
15/12/2023 00:45,14/12/2023 23:45,43669,0,43.669,43669,43.669
15/12/2023 00:45,14/12/2023 23:45,1231,1,1.231,1231,1.231
15/12/2023 01:00,15/12/2023 00:00,1228,1,1.228,1228,1.228
15/12/2023 01:00,15/12/2023 00:00,42297,0,42.297,42297,42.297
15/12/2023 01:15,15/12/2023 00:15,1218,1,1.218,1218,1.218
15/12/2023 01:15,15/12/2023 00:15,42307,0,42.307,42307,42.307
15/12/2023 01:30,15/12/2023 00:30,42332,0,42.332,42332,42.332
15/12/2023 01:30,15/12/2023 00:30,1193,1,1.193,1193,1.193
15/12/2023 01:45,15/12/2023 00:45,1152,1,1.152,1152,1.152
15/12/2023 01:45,15/12/2023 00:45,42373,0,42.373,42373,42.373
15/12/2023 02:00,15/12/2023 01:00,41754,0,41.754,41754,41.754
15/12/2023 02:00,15/12/2023 01:00,1196,1,1.196,1196,1.196
15/12/2023 02:15,15/12/2023 01:15,1194,1,1.194,1194,1.194
15/12/2023 02:15,15/12/2023 01:15,41756,0,41.756,41756,41.756
15/12/2023 02:30,15/12/2023 01:30,1181,1,1.181,1181,1.181
15/12/2023 02:30,15/12/2023 01:30,41769,0,41.769,41769,41.769
15/12/2023 02:45,15/12/2023 01:45,1160,1,1.16,1160,1.16
15/12/2023 02:45,15/12/2023 01:45,41790,0,41.79,41790,41.79
15/12/2023 03:00,15/12/2023 02:00,1196,1,1.196,1196,1.196
15/12/2023 03:00,15/12/2023 02:00,41504,0,41.504,41504,41.504
15/12/2023 03:15,15/12/2023 02:15,41532,0,41.532,41532,41.532
15/12/2023 03:15,15/12/2023 02:15,1168,1,1.168,1168,1.168
15/12/2023 03:30,15/12/2023 02:30,1162,1,1.162,1162,1.162
15/12/2023 03:30,15/12/2023 02:30,41538,0,41.538,41538,41.538
15/12/2023 03:45,15/12/2023 02:45,41571,0,41.571,41571,41.571
15/12/2023 03:45,15/12/2023 02:45,1129,1,1.129,1129,1.129
15/12/2023 04:00,15/12/2023 03:00,1113,1,1.113,1113,1.113
15/12/2023 04:00,15/12/2023 03:00,42087,0,42.087,42087,42.087
15/12/2023 04:15,15/12/2023 03:15,1099,1,1.099,1099,1.099
15/12/2023 04:15,15/12/2023 03:15,42101,0,42.101,42101,42.101
15/12/2023 04:30,15/12/2023 03:30,1088,1,1.088,1088,1.088
15/12/2023 04:30,15/12/2023 03:30,42112,0,42.112,42112,42.112
15/12/2023 04:45,15/12/2023 03:45,1077,1,1.077,1077,1.077
15/12/2023 04:45,15/12/2023 03:45,42123,0,42.123,42123,42.123
15/12/2023 05:00,15/12/2023 04:00,45144,0,45.144,45144,45.144
15/12/2023 05:00,15/12/2023 04:00,1031,1,1.031,1031,1.031
15/12/2023 05:15,15/12/2023 04:15,1009,1,1.009,1009,1.009
15/12/2023 05:15,15/12/2023 04:15,45166,0,45.166,45166,45.166
15/12/2023 05:30,15/12/2023 04:30,45174,0,45.174,45174,45.174
15/12/2023 05:30,15/12/2023 04:30,1001,1,1.001,1001,1.001
15/12/2023 05:45,15/12/2023 04:45,1007,1,1.007,1007,1.007
15/12/2023 05:45,15/12/2023 04:45,45168,0,45.168,45168,45.168
15/12/2023 06:00,15/12/2023 05:00,1040,1,1.04,1040,1.04
15/12/2023 06:00,15/12/2023 05:00,53910,0,53.91,53910,53.91
15/12/2023 06:15,15/12/2023 05:15,1070,1,1.07,1070,1.07
15/12/2023 06:15,15/12/2023 05:15,53880,0,53.88,53880,53.88
15/12/2023 06:30,15/12/2023 05:30,1122,1,1.122,1122,1.122
15/12/2023 06:30,15/12/2023 05:30,53828,0,53.828,53828,53.828
15/12/2023 06:45,15/12/2023 05:45,53783,0,53.783,53783,53.783
15/12/2023 06:45,15/12/2023 05:45,1167,1,1.167,1167,1.167
15/12/2023 07:00,15/12/2023 06:00,1230,1,1.23,1230,1.23
15/12/2023 07:00,15/12/2023 06:00,68145,0,68.145,68145,68.145
15/12/2023 07:15,15/12/2023 06:15,68076,0,68.076,68076,68.076
15/12/2023 07:15,15/12/2023 06:15,1299,1,1.299,1299,1.299
15/12/2023 07:30,15/12/2023 06:30,1385,1,1.385,1385,1.385
15/12/2023 07:30,15/12/2023 06:30,67990,0,67.99,67990,67.99
15/12/2023 07:45,15/12/2023 06:45,1437,1,1.437,1437,1.437
15/12/2023 07:45,15/12/2023 06:45,67938,0,67.938,67938,67.938
15/12/2023 08:00,15/12/2023 07:00,1431,1,1.431,1431,1.431
15/12/2023 08:00,15/12/2023 07:00,81269,0,81.269,81269,81.269
15/12/2023 08:15,15/12/2023 07:15,1444,1,1.444,1444,1.444
15/12/2023 08:15,15/12/2023 07:15,81256,0,81.256,81256,81.256
15/12/2023 08:30,15/12/2023 07:30,1465,1,1.465,1465,1.465
15/12/2023 08:30,15/12/2023 07:30,81235,0,81.235,81235,81.235
15/12/2023 08:45,15/12/2023 07:45,81234,0,81.234,81234,81.234
15/12/2023 08:45,15/12/2023 07:45,1466,1,1.466,1466,1.466
15/12/2023 09:00,15/12/2023 08:00,1483,1,1.483,1483,1.483
15/12/2023 09:00,15/12/2023 08:00,83417,0,83.417,83417,83.417
15/12/2023 09:15,15/12/2023 08:15,83422,0,83.422,83422,83.422
15/12/2023 09:15,15/12/2023 08:15,1478,1,1.478,1478,1.478
15/12/2023 09:30,15/12/2023 08:30,1473,1,1.473,1473,1.473
15/12/2023 09:30,15/12/2023 08:30,83427,0,83.427,83427,83.427
15/12/2023 09:45,15/12/2023 08:45,1451,1,1.451,1451,1.451
15/12/2023 09:45,15/12/2023 08:45,83449,0,83.449,83449,83.449
15/12/2023 10:00,15/12/2023 09:00,1422,1,1.422,1422,1.422
15/12/2023 10:00,15/12/2023 09:00,76253,0,76.253,76253,76.253
15/12/2023 10:15,15/12/2023 09:15,76295,0,76.295,76295,76.295
15/12/2023 10:15,15/12/2023 09:15,1380,1,1.38,1380,1.38
15/12/2023 10:30,15/12/2023 09:30,1343,1,1.343,1343,1.343
15/12/2023 10:30,15/12/2023 09:30,76332,0,76.332,76332,76.332
15/12/2023 10:45,15/12/2023 09:45,76356,0,76.356,76356,76.356
15/12/2023 10:45,15/12/2023 09:45,1319,1,1.319,1319,1.319
15/12/2023 11:00,15/12/2023 10:00,1309,1,1.309,1309,1.309
15/12/2023 11:00,15/12/2023 10:00,69991,0,69.991,69991,69.991
15/12/2023 11:15,15/12/2023 10:15,1292,1,1.292,1292,1.292
15/12/2023 11:15,15/12/2023 10:15,70008,0,70.008,70008,70.008
15/12/2023 11:30,15/12/2023 10:30,1269,1,1.269,1269,1.269
15/12/2023 11:30,15/12/2023 10:30,70031,0,70.031,70031,70.031
15/12/2023 11:45,15/12/2023 10:45,1277,1,1.277,1277,1.277
15/12/2023 11:45,15/12/2023 10:45,70023,0,70.023,70023,70.023
15/12/2023 12:00,15/12/2023 11:00,65444,0,65.444,65444,65.444
15/12/2023 12:00,15/12/2023 11:00,1356,1,1.356,1356,1.356
15/12/2023 12:15,15/12/2023 11:15,1367,1,1.367,1367,1.367
15/12/2023 12:15,15/12/2023 11:15,65433,0,65.433,65433,65.433
15/12/2023 12:30,15/12/2023 11:30,65454,0,65.454,65454,65.454
15/12/2023 12:30,15/12/2023 11:30,1346,1,1.346,1346,1.346
15/12/2023 12:45,15/12/2023 11:45,1332,1,1.332,1332,1.332
15/12/2023 12:45,15/12/2023 11:45,65468,0,65.468,65468,65.468
15/12/2023 13:00,15/12/2023 12:00,1354,1,1.354,1354,1.354
15/12/2023 13:00,15/12/2023 12:00,68546,0,68.546,68546,68.546
15/12/2023 13:15,15/12/2023 12:15,1347,1,1.347,1347,1.347
15/12/2023 13:15,15/12/2023 12:15,68553,0,68.553,68553,68.553
15/12/2023 13:30,15/12/2023 12:30,68563,0,68.563,68563,68.563
15/12/2023 13:30,15/12/2023 12:30,1337,1,1.337,1337,1.337
15/12/2023 13:45,15/12/2023 12:45,68563,0,68.563,68563,68.563
15/12/2023 13:45,15/12/2023 12:45,1337,1,1.337,1337,1.337
15/12/2023 14:00,15/12/2023 13:00,1358,1,1.358,1358,1.358
15/12/2023 14:00,15/12/2023 13:00,75667,0,75.667,75667,75.667
15/12/2023 14:15,15/12/2023 13:15,75634,0,75.634,75634,75.634
15/12/2023 14:15,15/12/2023 13:15,1391,1,1.391,1391,1.391
15/12/2023 14:30,15/12/2023 13:30,1447,1,1.447,1447,1.447
15/12/2023 14:30,15/12/2023 13:30,75578,0,75.578,75578,75.578
15/12/2023 14:45,15/12/2023 13:45,1469,1,1.469,1469,1.469
15/12/2023 14:45,15/12/2023 13:45,75556,0,75.556,75556,75.556
15/12/2023 15:00,15/12/2023 14:00,1462,1,1.462,1462,1.462
15/12/2023 15:00,15/12/2023 14:00,79638,0,79.638,79638,79.638
15/12/2023 15:15,15/12/2023 14:15,79625,0,79.625,79625,79.625
15/12/2023 15:15,15/12/2023 14:15,1475,1,1.475,1475,1.475
15/12/2023 15:30,15/12/2023 14:30,79607,0,79.607,79607,79.607
15/12/2023 15:30,15/12/2023 14:30,1493,1,1.493,1493,1.493
15/12/2023 15:45,15/12/2023 14:45,1519,1,1.519,1519,1.519
15/12/2023 15:45,15/12/2023 14:45,79581,0,79.581,79581,79.581
15/12/2023 16:00,15/12/2023 15:00,78876,0,78.876,78876,78.876
15/12/2023 16:00,15/12/2023 15:00,1574,1,1.574,1574,1.574
15/12/2023 16:15,15/12/2023 15:15,1628,1,1.628,1628,1.628
15/12/2023 16:15,15/12/2023 15:15,78822,0,78.822,78822,78.822
15/12/2023 16:30,15/12/2023 15:30,1714,1,1.714,1714,1.714
15/12/2023 16:30,15/12/2023 15:30,78736,0,78.736,78736,78.736
15/12/2023 16:45,15/12/2023 15:45,1777,1,1.777,1777,1.777
15/12/2023 16:45,15/12/2023 15:45,78673,0,78.673,78673,78.673
15/12/2023 17:00,15/12/2023 16:00,73178,0,73.178,73178,73.178
15/12/2023 17:00,15/12/2023 16:00,1797,1,1.797,1797,1.797
15/12/2023 17:15,15/12/2023 16:15,73105,0,73.105,73105,73.105
15/12/2023 17:15,15/12/2023 16:15,1870,1,1.87,1870,1.87
15/12/2023 17:30,15/12/2023 16:30,1911,1,1.911,1911,1.911
15/12/2023 17:30,15/12/2023 16:30,73064,0,73.064,73064,73.064
15/12/2023 17:45,15/12/2023 16:45,73015,0,73.015,73015,73.015
15/12/2023 17:45,15/12/2023 16:45,1960,1,1.96,1960,1.96
15/12/2023 18:00,15/12/2023 17:00,1969,1,1.969,1969,1.969
15/12/2023 18:00,15/12/2023 17:00,66681,0,66.681,66681,66.681
15/12/2023 18:15,15/12/2023 17:15,1948,1,1.948,1948,1.948
15/12/2023 18:15,15/12/2023 17:15,66702,0,66.702,66702,66.702
15/12/2023 18:30,15/12/2023 17:30,1937,1,1.937,1937,1.937
15/12/2023 18:30,15/12/2023 17:30,66713,0,66.713,66713,66.713
15/12/2023 18:45,15/12/2023 17:45,66744,0,66.744,66744,66.744
15/12/2023 18:45,15/12/2023 17:45,1906,1,1.906,1906,1.906
15/12/2023 19:00,15/12/2023 18:00,62441,0,62.441,62441,62.441
15/12/2023 19:00,15/12/2023 18:00,1834,1,1.834,1834,1.834
15/12/2023 19:15,15/12/2023 18:15,1813,1,1.813,1813,1.813
15/12/2023 19:15,15/12/2023 18:15,62462,0,62.462,62462,62.462
15/12/2023 19:30,15/12/2023 18:30,62514,0,62.514,62514,62.514
15/12/2023 19:30,15/12/2023 18:30,1761,1,1.761,1761,1.761
15/12/2023 19:45,15/12/2023 18:45,1741,1,1.741,1741,1.741
15/12/2023 19:45,15/12/2023 18:45,62534,0,62.534,62534,62.534
15/12/2023 20:00,15/12/2023 19:00,1699,1,1.699,1699,1.699
15/12/2023 20:00,15/12/2023 19:00,57426,0,57.426,57426,57.426
15/12/2023 20:15,15/12/2023 19:15,1668,1,1.668,1668,1.668
15/12/2023 20:15,15/12/2023 19:15,57457,0,57.457,57457,57.457
15/12/2023 20:30,15/12/2023 19:30,57458,0,57.458,57458,57.458
15/12/2023 20:30,15/12/2023 19:30,1667,1,1.667,1667,1.667
15/12/2023 20:45,15/12/2023 19:45,57510,0,57.51,57510,57.51
15/12/2023 20:45,15/12/2023 19:45,1615,1,1.615,1615,1.615
15/12/2023 21:00,15/12/2023 20:00,1564,1,1.564,1564,1.564
15/12/2023 21:00,15/12/2023 20:00,52436,0,52.436,52436,52.436
15/12/2023 21:15,15/12/2023 20:15,52448,0,52.448,52448,52.448
15/12/2023 21:15,15/12/2023 20:15,1552,1,1.552,1552,1.552
15/12/2023 21:30,15/12/2023 20:30,52439,0,52.439,52439,52.439
15/12/2023 21:30,15/12/2023 20:30,1561,1,1.561,1561,1.561
15/12/2023 21:45,15/12/2023 20:45,52500,0,52.5,52500,52.5
15/12/2023 21:45,15/12/2023 20:45,1500,1,1.5,1500,1.5
15/12/2023 22:00,15/12/2023 21:00,47491,0,47.491,47491,47.491
15/12/2023 22:00,15/12/2023 21:00,1459,1,1.459,1459,1.459
15/12/2023 22:15,15/12/2023 21:15,1437,1,1.437,1437,1.437
15/12/2023 22:15,15/12/2023 21:15,47513,0,47.513,47513,47.513
15/12/2023 22:30,15/12/2023 21:30,1395,1,1.395,1395,1.395
15/12/2023 22:30,15/12/2023 21:30,47555,0,47.555,47555,47.555
15/12/2023 22:45,15/12/2023 21:45,47576,0,47.576,47576,47.576
15/12/2023 22:45,15/12/2023 21:45,1374,1,1.374,1374,1.374
15/12/2023 23:00,15/12/2023 22:00,1354,1,1.354,1354,1.354
15/12/2023 23:00,15/12/2023 22:00,43546,0,43.546,43546,43.546
15/12/2023 23:15,15/12/2023 22:15,43578,0,43.578,43578,43.578
15/12/2023 23:15,15/12/2023 22:15,1322,1,1.322,1322,1.322
15/12/2023 23:30,15/12/2023 22:30,43620,0,43.62,43620,43.62
15/12/2023 23:30,15/12/2023 22:30,1280,1,1.28,1280,1.28
15/12/2023 23:45,15/12/2023 22:45,43721,0,43.721,43721,43.721
15/12/2023 23:45,15/12/2023 22:45,1179,1,1.179,1179,1.179
16/12/2023 00:00,15/12/2023 23:00,1184,1,1.184,1184,1.184
16/12/2023 00:00,15/12/2023 23:00,40791,0,40.791,40791,40.791
16/12/2023 00:15,15/12/2023 23:15,1155,1,1.155,1155,1.155
16/12/2023 00:15,15/12/2023 23:15,40820,0,40.82,40820,40.82
16/12/2023 00:30,15/12/2023 23:30,40867,0,40.867,40867,40.867
16/12/2023 00:30,15/12/2023 23:30,1108,1,1.108,1108,1.108
16/12/2023 00:45,15/12/2023 23:45,40921,0,40.921,40921,40.921
16/12/2023 00:45,15/12/2023 23:45,1054,1,1.054,1054,1.054
16/12/2023 01:00,16/12/2023 00:00,1057,1,1.057,1057,1.057
16/12/2023 01:00,16/12/2023 00:00,38468,0,38.468,38468,38.468
16/12/2023 01:15,16/12/2023 00:15,38501,0,38.501,38501,38.501
16/12/2023 01:15,16/12/2023 00:15,1024,1,1.024,1024,1.024
16/12/2023 01:30,16/12/2023 00:30,999,1,0.999,999,0.999
16/12/2023 01:30,16/12/2023 00:30,38526,0,38.526,38526,38.526
16/12/2023 01:45,16/12/2023 00:45,38545,0,38.545,38545,38.545
16/12/2023 01:45,16/12/2023 00:45,980,1,0.98,980,0.98
16/12/2023 02:00,16/12/2023 01:00,37315,0,37.315,37315,37.315
16/12/2023 02:00,16/12/2023 01:00,1010,1,1.01,1010,1.01
16/12/2023 02:15,16/12/2023 01:15,37312,0,37.312,37312,37.312
16/12/2023 02:15,16/12/2023 01:15,1013,1,1.013,1013,1.013
