From_NL,From_UTC,E_Volume_kWh,Tenant,E_Volume_MWh,Abs_E_Volume_kWh,Abs_E_Volume_MWh
06/12/2023 05:15,06/12/2023 04:15,955,1,0.955,955,0.955
06/12/2023 05:15,06/12/2023 04:15,42570,0,42.57,42570,42.57
06/12/2023 05:30,06/12/2023 04:30,42570,0,42.57,42570,42.57
06/12/2023 05:30,06/12/2023 04:30,955,1,0.955,955,0.955
06/12/2023 05:45,06/12/2023 04:45,42570,0,42.57,42570,42.57
06/12/2023 05:45,06/12/2023 04:45,955,1,0.955,955,0.955
06/12/2023 06:00,06/12/2023 05:00,51676,0,51.676,51676,51.676
06/12/2023 06:00,06/12/2023 05:00,974,1,0.974,974,0.974
06/12/2023 06:15,06/12/2023 05:15,1010,1,1.01,1010,1.01
06/12/2023 06:15,06/12/2023 05:15,51640,0,51.64,51640,51.64
06/12/2023 06:30,06/12/2023 05:30,1041,1,1.041,1041,1.041
06/12/2023 06:30,06/12/2023 05:30,51609,0,51.609,51609,51.609
06/12/2023 06:45,06/12/2023 05:45,51557,0,51.557,51557,51.557
06/12/2023 06:45,06/12/2023 05:45,1093,1,1.093,1093,1.093
06/12/2023 07:00,06/12/2023 06:00,1175,1,1.175,1175,1.175
06/12/2023 07:00,06/12/2023 06:00,65000,0,65,65000,65
06/12/2023 07:15,06/12/2023 06:15,64905,0,64.905,64905,64.905
06/12/2023 07:15,06/12/2023 06:15,1270,1,1.27,1270,1.27
06/12/2023 07:30,06/12/2023 06:30,64828,0,64.828,64828,64.828
06/12/2023 07:30,06/12/2023 06:30,1347,1,1.347,1347,1.347
06/12/2023 07:45,06/12/2023 06:45,64755,0,64.755,64755,64.755
06/12/2023 07:45,06/12/2023 06:45,1420,1,1.42,1420,1.42
06/12/2023 08:00,06/12/2023 07:00,1425,1,1.425,1425,1.425
06/12/2023 08:00,06/12/2023 07:00,77325,0,77.325,77325,77.325
06/12/2023 08:15,06/12/2023 07:15,1420,1,1.42,1420,1.42
06/12/2023 08:15,06/12/2023 07:15,77330,0,77.33,77330,77.33
06/12/2023 08:30,06/12/2023 07:30,1413,1,1.413,1413,1.413
06/12/2023 08:30,06/12/2023 07:30,77337,0,77.337,77337,77.337
06/12/2023 08:45,06/12/2023 07:45,77315,0,77.315,77315,77.315
06/12/2023 08:45,06/12/2023 07:45,1435,1,1.435,1435,1.435
06/12/2023 09:00,06/12/2023 08:00,1441,1,1.441,1441,1.441
06/12/2023 09:00,06/12/2023 08:00,78984,0,78.984,78984,78.984
06/12/2023 09:15,06/12/2023 08:15,1410,1,1.41,1410,1.41
06/12/2023 09:15,06/12/2023 08:15,79015,0,79.015,79015,79.015
06/12/2023 09:30,06/12/2023 08:30,79067,0,79.067,79067,79.067
06/12/2023 09:30,06/12/2023 08:30,1358,1,1.358,1358,1.358
06/12/2023 09:45,06/12/2023 08:45,1327,1,1.327,1327,1.327
06/12/2023 09:45,06/12/2023 08:45,79098,0,79.098,79098,79.098
06/12/2023 10:00,06/12/2023 09:00,1285,1,1.285,1285,1.285
06/12/2023 10:00,06/12/2023 09:00,70090,0,70.09,70090,70.09
06/12/2023 10:15,06/12/2023 09:15,70142,0,70.142,70142,70.142
06/12/2023 10:15,06/12/2023 09:15,1233,1,1.233,1233,1.233
06/12/2023 10:30,06/12/2023 09:30,1211,1,1.211,1211,1.211
06/12/2023 10:30,06/12/2023 09:30,70164,0,70.164,70164,70.164
06/12/2023 10:45,06/12/2023 09:45,70175,0,70.175,70175,70.175
06/12/2023 10:45,06/12/2023 09:45,1200,1,1.2,1200,1.2
06/12/2023 11:00,06/12/2023 10:00,59946,0,59.946,59946,59.946
06/12/2023 11:00,06/12/2023 10:00,1179,1,1.179,1179,1.179
06/12/2023 11:15,06/12/2023 10:15,59957,0,59.957,59957,59.957
06/12/2023 11:15,06/12/2023 10:15,1168,1,1.168,1168,1.168
06/12/2023 11:30,06/12/2023 10:30,1178,1,1.178,1178,1.178
06/12/2023 11:30,06/12/2023 10:30,59947,0,59.947,59947,59.947
06/12/2023 11:45,06/12/2023 10:45,1168,1,1.168,1168,1.168
06/12/2023 11:45,06/12/2023 10:45,59957,0,59.957,59957,59.957
06/12/2023 12:00,06/12/2023 11:00,57467,0,57.467,57467,57.467
06/12/2023 12:00,06/12/2023 11:00,1158,1,1.158,1158,1.158
06/12/2023 12:15,06/12/2023 11:15,1139,1,1.139,1139,1.139
06/12/2023 12:15,06/12/2023 11:15,57486,0,57.486,57486,57.486
06/12/2023 12:30,06/12/2023 11:30,57465,0,57.465,57465,57.465
06/12/2023 12:30,06/12/2023 11:30,1160,1,1.16,1160,1.16
06/12/2023 12:45,06/12/2023 11:45,57453,0,57.453,57453,57.453
06/12/2023 12:45,06/12/2023 11:45,1172,1,1.172,1172,1.172
06/12/2023 13:00,06/12/2023 12:00,64840,0,64.84,64840,64.84
06/12/2023 13:00,06/12/2023 12:00,1160,1,1.16,1160,1.16
06/12/2023 13:15,06/12/2023 12:15,1162,1,1.162,1162,1.162
06/12/2023 13:15,06/12/2023 12:15,64838,0,64.838,64838,64.838
06/12/2023 13:30,06/12/2023 12:30,1168,1,1.168,1168,1.168
06/12/2023 13:30,06/12/2023 12:30,64832,0,64.832,64832,64.832
06/12/2023 13:45,06/12/2023 12:45,64830,0,64.83,64830,64.83
06/12/2023 13:45,06/12/2023 12:45,1170,1,1.17,1170,1.17
06/12/2023 14:00,06/12/2023 13:00,1187,1,1.187,1187,1.187
06/12/2023 14:00,06/12/2023 13:00,71813,0,71.813,71813,71.813
06/12/2023 14:15,06/12/2023 13:15,71784,0,71.784,71784,71.784
06/12/2023 14:15,06/12/2023 13:15,1216,1,1.216,1216,1.216
06/12/2023 14:30,06/12/2023 13:30,71751,0,71.751,71751,71.751
06/12/2023 14:30,06/12/2023 13:30,1249,1,1.249,1249,1.249
06/12/2023 14:45,06/12/2023 13:45,71740,0,71.74,71740,71.74
06/12/2023 14:45,06/12/2023 13:45,1260,1,1.26,1260,1.26
06/12/2023 15:00,06/12/2023 14:00,1284,1,1.284,1284,1.284
06/12/2023 15:00,06/12/2023 14:00,77491,0,77.491,77491,77.491
06/12/2023 15:15,06/12/2023 14:15,1321,1,1.321,1321,1.321
06/12/2023 15:15,06/12/2023 14:15,77454,0,77.454,77454,77.454
06/12/2023 15:30,06/12/2023 14:30,77409,0,77.409,77409,77.409
06/12/2023 15:30,06/12/2023 14:30,1366,1,1.366,1366,1.366
06/12/2023 15:45,06/12/2023 14:45,1442,1,1.442,1442,1.442
06/12/2023 15:45,06/12/2023 14:45,77333,0,77.333,77333,77.333
06/12/2023 16:00,06/12/2023 15:00,80005,0,80.005,80005,80.005
06/12/2023 16:00,06/12/2023 15:00,1495,1,1.495,1495,1.495
06/12/2023 16:15,06/12/2023 15:15,79863,0,79.863,79863,79.863
06/12/2023 16:15,06/12/2023 15:15,1637,1,1.637,1637,1.637
06/12/2023 16:30,06/12/2023 15:30,79789,0,79.789,79789,79.789
06/12/2023 16:30,06/12/2023 15:30,1711,1,1.711,1711,1.711
06/12/2023 16:45,06/12/2023 15:45,1835,1,1.835,1835,1.835
06/12/2023 16:45,06/12/2023 15:45,79665,0,79.665,79665,79.665
06/12/2023 17:00,06/12/2023 16:00,1930,1,1.93,1930,1.93
06/12/2023 17:00,06/12/2023 16:00,74420,0,74.42,74420,74.42
06/12/2023 17:15,06/12/2023 16:15,74338,0,74.338,74338,74.338
06/12/2023 17:15,06/12/2023 16:15,2012,1,2.012,2012,2.012
06/12/2023 17:30,06/12/2023 16:30,2067,1,2.067,2067,2.067
06/12/2023 17:30,06/12/2023 16:30,74283,0,74.283,74283,74.283
06/12/2023 17:45,06/12/2023 16:45,74217,0,74.217,74217,74.217
06/12/2023 17:45,06/12/2023 16:45,2133,1,2.133,2133,2.133
06/12/2023 18:00,06/12/2023 17:00,67258,0,67.258,67258,67.258
06/12/2023 18:00,06/12/2023 17:00,2092,1,2.092,2092,2.092
06/12/2023 18:15,06/12/2023 17:15,67286,0,67.286,67286,67.286
06/12/2023 18:15,06/12/2023 17:15,2064,1,2.064,2064,2.064
06/12/2023 18:30,06/12/2023 17:30,2043,1,2.043,2043,2.043
06/12/2023 18:30,06/12/2023 17:30,67307,0,67.307,67307,67.307
06/12/2023 18:45,06/12/2023 17:45,2008,1,2.008,2008,2.008
06/12/2023 18:45,06/12/2023 17:45,67342,0,67.342,67342,67.342
06/12/2023 19:00,06/12/2023 18:00,63604,0,63.604,63604,63.604
06/12/2023 19:00,06/12/2023 18:00,1971,1,1.971,1971,1.971
06/12/2023 19:15,06/12/2023 18:15,1989,1,1.989,1989,1.989
06/12/2023 19:15,06/12/2023 18:15,63586,0,63.586,63586,63.586
06/12/2023 19:30,06/12/2023 18:30,63616,0,63.616,63616,63.616
06/12/2023 19:30,06/12/2023 18:30,1959,1,1.959,1959,1.959
06/12/2023 19:45,06/12/2023 18:45,63629,0,63.629,63629,63.629
06/12/2023 19:45,06/12/2023 18:45,1946,1,1.946,1946,1.946
06/12/2023 20:00,06/12/2023 19:00,59484,0,59.484,59484,59.484
06/12/2023 20:00,06/12/2023 19:00,1941,1,1.941,1941,1.941
06/12/2023 20:15,06/12/2023 19:15,1881,1,1.881,1881,1.881
06/12/2023 20:15,06/12/2023 19:15,59544,0,59.544,59544,59.544
06/12/2023 20:30,06/12/2023 19:30,1842,1,1.842,1842,1.842
06/12/2023 20:30,06/12/2023 19:30,59583,0,59.583,59583,59.583
06/12/2023 20:45,06/12/2023 19:45,59628,0,59.628,59628,59.628
06/12/2023 20:45,06/12/2023 19:45,1797,1,1.797,1797,1.797
06/12/2023 21:00,06/12/2023 20:00,1786,1,1.786,1786,1.786
06/12/2023 21:00,06/12/2023 20:00,54914,0,54.914,54914,54.914
06/12/2023 21:15,06/12/2023 20:15,54919,0,54.919,54919,54.919
06/12/2023 21:15,06/12/2023 20:15,1781,1,1.781,1781,1.781
06/12/2023 21:30,06/12/2023 20:30,1770,1,1.77,1770,1.77
06/12/2023 21:30,06/12/2023 20:30,54930,0,54.93,54930,54.93
06/12/2023 21:45,06/12/2023 20:45,1737,1,1.737,1737,1.737
06/12/2023 21:45,06/12/2023 20:45,54963,0,54.963,54963,54.963
06/12/2023 22:00,06/12/2023 21:00,49372,0,49.372,49372,49.372
06/12/2023 22:00,06/12/2023 21:00,1678,1,1.678,1678,1.678
06/12/2023 22:15,06/12/2023 21:15,49380,0,49.38,49380,49.38
06/12/2023 22:15,06/12/2023 21:15,1670,1,1.67,1670,1.67
06/12/2023 22:30,06/12/2023 21:30,1627,1,1.627,1627,1.627
06/12/2023 22:30,06/12/2023 21:30,49423,0,49.423,49423,49.423
06/12/2023 22:45,06/12/2023 21:45,49471,0,49.471,49471,49.471
06/12/2023 22:45,06/12/2023 21:45,1579,1,1.579,1579,1.579
06/12/2023 23:00,06/12/2023 22:00,1553,1,1.553,1553,1.553
06/12/2023 23:00,06/12/2023 22:00,45347,0,45.347,45347,45.347
06/12/2023 23:15,06/12/2023 22:15,45392,0,45.392,45392,45.392
06/12/2023 23:15,06/12/2023 22:15,1508,1,1.508,1508,1.508
06/12/2023 23:30,06/12/2023 22:30,1455,1,1.455,1455,1.455
06/12/2023 23:30,06/12/2023 22:30,45445,0,45.445,45445,45.445
06/12/2023 23:45,06/12/2023 22:45,45509,0,45.509,45509,45.509
06/12/2023 23:45,06/12/2023 22:45,1391,1,1.391,1391,1.391
07/12/2023 00:00,06/12/2023 23:00,1402,1,1.402,1402,1.402
07/12/2023 00:00,06/12/2023 23:00,43198,0,43.198,43198,43.198
07/12/2023 00:15,06/12/2023 23:15,43199,0,43.199,43199,43.199
07/12/2023 00:15,06/12/2023 23:15,1401,1,1.401,1401,1.401
07/12/2023 00:30,06/12/2023 23:30,1350,1,1.35,1350,1.35
07/12/2023 00:30,06/12/2023 23:30,43250,0,43.25,43250,43.25
07/12/2023 00:45,06/12/2023 23:45,1308,1,1.308,1308,1.308
07/12/2023 00:45,06/12/2023 23:45,43292,0,43.292,43292,43.292
07/12/2023 01:00,07/12/2023 00:00,41612,0,41.612,41612,41.612
07/12/2023 01:00,07/12/2023 00:00,1288,1,1.288,1288,1.288
07/12/2023 01:15,07/12/2023 00:15,41613,0,41.613,41613,41.613
07/12/2023 01:15,07/12/2023 00:15,1287,1,1.287,1287,1.287
07/12/2023 01:30,07/12/2023 00:30,1256,1,1.256,1256,1.256
07/12/2023 01:30,07/12/2023 00:30,41644,0,41.644,41644,41.644
07/12/2023 01:45,07/12/2023 00:45,41655,0,41.655,41655,41.655
07/12/2023 01:45,07/12/2023 00:45,1245,1,1.245,1245,1.245
07/12/2023 02:00,07/12/2023 01:00,1285,1,1.285,1285,1.285
07/12/2023 02:00,07/12/2023 01:00,40765,0,40.765,40765,40.765
07/12/2023 02:15,07/12/2023 01:15,40746,0,40.746,40746,40.746
07/12/2023 02:15,07/12/2023 01:15,1304,1,1.304,1304,1.304
07/12/2023 02:30,07/12/2023 01:30,40777,0,40.777,40777,40.777
07/12/2023 02:30,07/12/2023 01:30,1273,1,1.273,1273,1.273
07/12/2023 02:45,07/12/2023 01:45,40816,0,40.816,40816,40.816
07/12/2023 02:45,07/12/2023 01:45,1234,1,1.234,1234,1.234
07/12/2023 03:00,07/12/2023 02:00,40782,0,40.782,40782,40.782
07/12/2023 03:00,07/12/2023 02:00,1243,1,1.243,1243,1.243
07/12/2023 03:15,07/12/2023 02:15,1243,1,1.243,1243,1.243
07/12/2023 03:15,07/12/2023 02:15,40782,0,40.782,40782,40.782
07/12/2023 03:30,07/12/2023 02:30,40802,0,40.802,40802,40.802
07/12/2023 03:30,07/12/2023 02:30,1223,1,1.223,1223,1.223
07/12/2023 03:45,07/12/2023 02:45,1203,1,1.203,1203,1.203
07/12/2023 03:45,07/12/2023 02:45,40822,0,40.822,40822,40.822
07/12/2023 04:00,07/12/2023 03:00,41247,0,41.247,41247,41.247
07/12/2023 04:00,07/12/2023 03:00,1153,1,1.153,1153,1.153
07/12/2023 04:15,07/12/2023 03:15,41287,0,41.287,41287,41.287
07/12/2023 04:15,07/12/2023 03:15,1113,1,1.113,1113,1.113
07/12/2023 04:30,07/12/2023 03:30,41318,0,41.318,41318,41.318
07/12/2023 04:30,07/12/2023 03:30,1082,1,1.082,1082,1.082
07/12/2023 04:45,07/12/2023 03:45,41348,0,41.348,41348,41.348
07/12/2023 04:45,07/12/2023 03:45,1052,1,1.052,1052,1.052
07/12/2023 05:00,07/12/2023 04:00,1013,1,1.013,1013,1.013
07/12/2023 05:00,07/12/2023 04:00,44337,0,44.337,44337,44.337
07/12/2023 05:15,07/12/2023 04:15,44347,0,44.347,44347,44.347
07/12/2023 05:15,07/12/2023 04:15,1003,1,1.003,1003,1.003
07/12/2023 05:30,07/12/2023 04:30,1004,1,1.004,1004,1.004
07/12/2023 05:30,07/12/2023 04:30,44346,0,44.346,44346,44.346
07/12/2023 05:45,07/12/2023 04:45,44345,0,44.345,44345,44.345
07/12/2023 05:45,07/12/2023 04:45,1005,1,1.005,1005,1.005
07/12/2023 06:00,07/12/2023 05:00,53634,0,53.634,53634,53.634
07/12/2023 06:00,07/12/2023 05:00,1016,1,1.016,1016,1.016
07/12/2023 06:15,07/12/2023 05:15,53623,0,53.623,53623,53.623
07/12/2023 06:15,07/12/2023 05:15,1027,1,1.027,1027,1.027
07/12/2023 06:30,07/12/2023 05:30,53571,0,53.571,53571,53.571
07/12/2023 06:30,07/12/2023 05:30,1079,1,1.079,1079,1.079
07/12/2023 06:45,07/12/2023 05:45,1141,1,1.141,1141,1.141
07/12/2023 06:45,07/12/2023 05:45,53509,0,53.509,53509,53.509
07/12/2023 07:00,07/12/2023 06:00,67882,0,67.882,67882,67.882
07/12/2023 07:00,07/12/2023 06:00,1193,1,1.193,1193,1.193
07/12/2023 07:15,07/12/2023 06:15,1285,1,1.285,1285,1.285
07/12/2023 07:15,07/12/2023 06:15,67790,0,67.79,67790,67.79
07/12/2023 07:30,07/12/2023 06:30,67718,0,67.718,67718,67.718
07/12/2023 07:30,07/12/2023 06:30,1357,1,1.357,1357,1.357
07/12/2023 07:45,07/12/2023 06:45,67666,0,67.666,67666,67.666
07/12/2023 07:45,07/12/2023 06:45,1409,1,1.409,1409,1.409
07/12/2023 08:00,07/12/2023 07:00,80915,0,80.915,80915,80.915
07/12/2023 08:00,07/12/2023 07:00,1410,1,1.41,1410,1.41
07/12/2023 08:15,07/12/2023 07:15,80915,0,80.915,80915,80.915
07/12/2023 08:15,07/12/2023 07:15,1410,1,1.41,1410,1.41
07/12/2023 08:30,07/12/2023 07:30,80904,0,80.904,80904,80.904
07/12/2023 08:30,07/12/2023 07:30,1421,1,1.421,1421,1.421
07/12/2023 08:45,07/12/2023 07:45,1412,1,1.412,1412,1.412
07/12/2023 08:45,07/12/2023 07:45,80913,0,80.913,80913,80.913
07/12/2023 09:00,07/12/2023 08:00,78037,0,78.037,78037,78.037
07/12/2023 09:00,07/12/2023 08:00,1363,1,1.363,1363,1.363
07/12/2023 09:15,07/12/2023 08:15,1292,1,1.292,1292,1.292
07/12/2023 09:15,07/12/2023 08:15,78108,0,78.108,78108,78.108
07/12/2023 09:30,07/12/2023 08:30,78179,0,78.179,78179,78.179
07/12/2023 09:30,07/12/2023 08:30,1221,1,1.221,1221,1.221
07/12/2023 09:45,07/12/2023 08:45,78220,0,78.22,78220,78.22
07/12/2023 09:45,07/12/2023 08:45,1180,1,1.18,1180,1.18
07/12/2023 10:00,07/12/2023 09:00,62811,0,62.811,62811,62.811
07/12/2023 10:00,07/12/2023 09:00,1139,1,1.139,1139,1.139
07/12/2023 10:15,07/12/2023 09:15,1098,1,1.098,1098,1.098
07/12/2023 10:15,07/12/2023 09:15,62852,0,62.852,62852,62.852
07/12/2023 10:30,07/12/2023 09:30,62894,0,62.894,62894,62.894
07/12/2023 10:30,07/12/2023 09:30,1056,1,1.056,1056,1.056
07/12/2023 10:45,07/12/2023 09:45,1016,1,1.016,1016,1.016
07/12/2023 10:45,07/12/2023 09:45,62934,0,62.934,62934,62.934
07/12/2023 11:00,07/12/2023 10:00,52990,0,52.99,52990,52.99
07/12/2023 11:00,07/12/2023 10:00,985,1,0.985,985,0.985
07/12/2023 11:15,07/12/2023 10:15,53021,0,53.021,53021,53.021
07/12/2023 11:15,07/12/2023 10:15,954,1,0.954,954,0.954
07/12/2023 11:30,07/12/2023 10:30,53041,0,53.041,53041,53.041
07/12/2023 11:30,07/12/2023 10:30,934,1,0.934,934,0.934
07/12/2023 11:45,07/12/2023 10:45,53071,0,53.071,53071,53.071
07/12/2023 11:45,07/12/2023 10:45,904,1,0.904,904,0.904
07/12/2023 12:00,07/12/2023 11:00,895,1,0.895,895,0.895
07/12/2023 12:00,07/12/2023 11:00,48030,0,48.03,48030,48.03
07/12/2023 12:15,07/12/2023 11:15,48039,0,48.039,48039,48.039
07/12/2023 12:15,07/12/2023 11:15,886,1,0.886,886,0.886
07/12/2023 12:30,07/12/2023 11:30,886,1,0.886,886,0.886
07/12/2023 12:30,07/12/2023 11:30,48039,0,48.039,48039,48.039
07/12/2023 12:45,07/12/2023 11:45,48051,0,48.051,48051,48.051
07/12/2023 12:45,07/12/2023 11:45,874,1,0.874,874,0.874
07/12/2023 13:00,07/12/2023 12:00,50375,0,50.375,50375,50.375
07/12/2023 13:00,07/12/2023 12:00,875,1,0.875,875,0.875
07/12/2023 13:15,07/12/2023 12:15,50366,0,50.366,50366,50.366
07/12/2023 13:15,07/12/2023 12:15,884,1,0.884,884,0.884
07/12/2023 13:30,07/12/2023 12:30,50336,0,50.336,50336,50.336
07/12/2023 13:30,07/12/2023 12:30,914,1,0.914,914,0.914
07/12/2023 13:45,07/12/2023 12:45,935,1,0.935,935,0.935
07/12/2023 13:45,07/12/2023 12:45,50315,0,50.315,50315,50.315
07/12/2023 14:00,07/12/2023 13:00,60910,0,60.91,60910,60.91
07/12/2023 14:00,07/12/2023 13:00,965,1,0.965,965,0.965
07/12/2023 14:15,07/12/2023 13:15,1006,1,1.006,1006,1.006
07/12/2023 14:15,07/12/2023 13:15,60869,0,60.869,60869,60.869
07/12/2023 14:30,07/12/2023 13:30,60808,0,60.808,60808,60.808
07/12/2023 14:30,07/12/2023 13:30,1067,1,1.067,1067,1.067
07/12/2023 14:45,07/12/2023 13:45,60757,0,60.757,60757,60.757
07/12/2023 14:45,07/12/2023 13:45,1118,1,1.118,1118,1.118
07/12/2023 15:00,07/12/2023 14:00,75691,0,75.691,75691,75.691
07/12/2023 15:00,07/12/2023 14:00,1159,1,1.159,1159,1.159
07/12/2023 15:15,07/12/2023 14:15,75619,0,75.619,75619,75.619
07/12/2023 15:15,07/12/2023 14:15,1231,1,1.231,1231,1.231
07/12/2023 15:30,07/12/2023 14:30,1312,1,1.312,1312,1.312
07/12/2023 15:30,07/12/2023 14:30,75538,0,75.538,75538,75.538
07/12/2023 15:45,07/12/2023 14:45,75456,0,75.456,75456,75.456
07/12/2023 15:45,07/12/2023 14:45,1394,1,1.394,1394,1.394
07/12/2023 16:00,07/12/2023 15:00,1497,1,1.497,1497,1.497
07/12/2023 16:00,07/12/2023 15:00,81778,0,81.778,81778,81.778
07/12/2023 16:15,07/12/2023 15:15,81716,0,81.716,81716,81.716
07/12/2023 16:15,07/12/2023 15:15,1559,1,1.559,1559,1.559
07/12/2023 16:30,07/12/2023 15:30,81604,0,81.604,81604,81.604
07/12/2023 16:30,07/12/2023 15:30,1671,1,1.671,1671,1.671
07/12/2023 16:45,07/12/2023 15:45,81519,0,81.519,81519,81.519
07/12/2023 16:45,07/12/2023 15:45,1756,1,1.756,1756,1.756
07/12/2023 17:00,07/12/2023 16:00,76250,0,76.25,76250,76.25
07/12/2023 17:00,07/12/2023 16:00,1850,1,1.85,1850,1.85
07/12/2023 17:15,07/12/2023 16:15,1952,1,1.952,1952,1.952
07/12/2023 17:15,07/12/2023 16:15,76148,0,76.148,76148,76.148
07/12/2023 17:30,07/12/2023 16:30,76056,0,76.056,76056,76.056
07/12/2023 17:30,07/12/2023 16:30,2044,1,2.044,2044,2.044
07/12/2023 17:45,07/12/2023 16:45,2085,1,2.085,2085,2.085
07/12/2023 17:45,07/12/2023 16:45,76015,0,76.015,76015,76.015
07/12/2023 18:00,07/12/2023 17:00,69682,0,69.682,69682,69.682
07/12/2023 18:00,07/12/2023 17:00,2043,1,2.043,2043,2.043
07/12/2023 18:15,07/12/2023 17:15,69683,0,69.683,69683,69.683
07/12/2023 18:15,07/12/2023 17:15,2042,1,2.042,2042,2.042
07/12/2023 18:30,07/12/2023 17:30,69704,0,69.704,69704,69.704
07/12/2023 18:30,07/12/2023 17:30,2021,1,2.021,2021,2.021
07/12/2023 18:45,07/12/2023 17:45,69724,0,69.724,69724,69.724
07/12/2023 18:45,07/12/2023 17:45,2001,1,2.001,2001,2.001
07/12/2023 19:00,07/12/2023 18:00,2000,1,2,2000,2
07/12/2023 19:00,07/12/2023 18:00,66650,0,66.65,66650,66.65
07/12/2023 19:15,07/12/2023 18:15,66701,0,66.701,66701,66.701
07/12/2023 19:15,07/12/2023 18:15,1949,1,1.949,1949,1.949
07/12/2023 19:30,07/12/2023 18:30,1927,1,1.927,1927,1.927
07/12/2023 19:30,07/12/2023 18:30,66723,0,66.723,66723,66.723
07/12/2023 19:45,07/12/2023 18:45,66733,0,66.733,66733,66.733
07/12/2023 19:45,07/12/2023 18:45,1917,1,1.917,1917,1.917
07/12/2023 20:00,07/12/2023 19:00,61813,0,61.813,61813,61.813
07/12/2023 20:00,07/12/2023 19:00,1887,1,1.887,1887,1.887
07/12/2023 20:15,07/12/2023 19:15,61835,0,61.835,61835,61.835
07/12/2023 20:15,07/12/2023 19:15,1865,1,1.865,1865,1.865
07/12/2023 20:30,07/12/2023 19:30,61866,0,61.866,61866,61.866
07/12/2023 20:30,07/12/2023 19:30,1834,1,1.834,1834,1.834
07/12/2023 20:45,07/12/2023 19:45,1802,1,1.802,1802,1.802
07/12/2023 20:45,07/12/2023 19:45,61898,0,61.898,61898,61.898
07/12/2023 21:00,07/12/2023 20:00,55519,0,55.519,55519,55.519
07/12/2023 21:00,07/12/2023 20:00,1781,1,1.781,1781,1.781
07/12/2023 21:15,07/12/2023 20:15,1760,1,1.76,1760,1.76
07/12/2023 21:15,07/12/2023 20:15,55540,0,55.54,55540,55.54
07/12/2023 21:30,07/12/2023 20:30,1729,1,1.729,1729,1.729
07/12/2023 21:30,07/12/2023 20:30,55571,0,55.571,55571,55.571
07/12/2023 21:45,07/12/2023 20:45,1727,1,1.727,1727,1.727
07/12/2023 21:45,07/12/2023 20:45,55573,0,55.573,55573,55.573
07/12/2023 22:00,07/12/2023 21:00,1695,1,1.695,1695,1.695
07/12/2023 22:00,07/12/2023 21:00,49555,0,49.555,49555,49.555
07/12/2023 22:15,07/12/2023 21:15,1654,1,1.654,1654,1.654
07/12/2023 22:15,07/12/2023 21:15,49596,0,49.596,49596,49.596
07/12/2023 22:30,07/12/2023 21:30,49658,0,49.658,49658,49.658
07/12/2023 22:30,07/12/2023 21:30,1592,1,1.592,1592,1.592
07/12/2023 22:45,07/12/2023 21:45,1560,1,1.56,1560,1.56
07/12/2023 22:45,07/12/2023 21:45,49690,0,49.69,49690,49.69
07/12/2023 23:00,07/12/2023 22:00,45745,0,45.745,45745,45.745
07/12/2023 23:00,07/12/2023 22:00,1530,1,1.53,1530,1.53
07/12/2023 23:15,07/12/2023 22:15,1498,1,1.498,1498,1.498
07/12/2023 23:15,07/12/2023 22:15,45777,0,45.777,45777,45.777
07/12/2023 23:30,07/12/2023 22:30,1446,1,1.446,1446,1.446
07/12/2023 23:30,07/12/2023 22:30,45829,0,45.829,45829,45.829
07/12/2023 23:45,07/12/2023 22:45,1385,1,1.385,1385,1.385
07/12/2023 23:45,07/12/2023 22:45,45890,0,45.89,45890,45.89
08/12/2023 00:00,07/12/2023 23:00,42840,0,42.84,42840,42.84
08/12/2023 00:00,07/12/2023 23:00,1410,1,1.41,1410,1.41
08/12/2023 00:15,07/12/2023 23:15,42884,0,42.884,42884,42.884
08/12/2023 00:15,07/12/2023 23:15,1366,1,1.366,1366,1.366
08/12/2023 00:30,07/12/2023 23:30,1349,1,1.349,1349,1.349
08/12/2023 00:30,07/12/2023 23:30,42901,0,42.901,42901,42.901
08/12/2023 00:45,07/12/2023 23:45,1318,1,1.318,1318,1.318
08/12/2023 00:45,07/12/2023 23:45,42932,0,42.932,42932,42.932
08/12/2023 01:00,08/12/2023 00:00,41827,0,41.827,41827,41.827
08/12/2023 01:00,08/12/2023 00:00,1323,1,1.323,1323,1.323
08/12/2023 01:15,08/12/2023 00:15,1299,1,1.299,1299,1.299
08/12/2023 01:15,08/12/2023 00:15,41851,0,41.851,41851,41.851
08/12/2023 01:30,08/12/2023 00:30,41873,0,41.873,41873,41.873
08/12/2023 01:30,08/12/2023 00:30,1277,1,1.277,1277,1.277
08/12/2023 01:45,08/12/2023 00:45,1257,1,1.257,1257,1.257
08/12/2023 01:45,08/12/2023 00:45,41893,0,41.893,41893,41.893
08/12/2023 02:00,08/12/2023 01:00,1321,1,1.321,1321,1.321
08/12/2023 02:00,08/12/2023 01:00,41129,0,41.129,41129,41.129
08/12/2023 02:15,08/12/2023 01:15,1307,1,1.307,1307,1.307
08/12/2023 02:15,08/12/2023 01:15,41143,0,41.143,41143,41.143
08/12/2023 02:30,08/12/2023 01:30,41176,0,41.176,41176,41.176
08/12/2023 02:30,08/12/2023 01:30,1274,1,1.274,1274,1.274
08/12/2023 02:45,08/12/2023 01:45,41196,0,41.196,41196,41.196
08/12/2023 02:45,08/12/2023 01:45,1254,1,1.254,1254,1.254
08/12/2023 03:00,08/12/2023 02:00,1283,1,1.283,1283,1.283
